year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,5
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,7
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,5
1903,0,0
1904,0,0
1905,0,0
1906,0,8
1907,0,0
1908,0,8
1909,0,0
1910,0,6
1911,0,7
1912,0,10
1913,6,6
1914,5,12
1915,0,16
1916,5,11
1917,0,16
1918,0,13
1919,0,18
1920,5,24
1921,0,14
1922,0,17
1923,5,17
1924,0,20
1925,0,20
1926,7,21
1927,7,18
1928,0,23
1929,0,22
1930,0,28
1931,0,26
1932,5,19
1933,7,23
1934,0,24
1935,0,24
1936,0,25
1937,0,28
1938,0,22
1939,0,24
1940,6,27
1941,0,28
1942,5,24
1943,9,33
1944,8,31
1945,0,29
1946,0,22
1947,10,27
1948,0,39
1949,5,22
1950,0,28
1951,0,32
1952,0,20
1953,0,32
1954,5,30
1955,5,27
1956,0,28
1957,0,39
1958,0,43
1959,0,47
1960,0,52
1961,5,52
1962,0,57
1963,0,46
1964,0,41
1965,0,47
1966,0,32
1967,0,26
1968,0,40
1969,0,28
1970,0,33
1971,0,29
1972,0,29
1973,6,48
1974,0,40
1975,0,32
1976,0,36
1977,0,40
1978,0,56
1979,0,36
1980,0,34
1981,0,43
1982,0,39
1983,0,30
1984,0,37
1985,0,42
1986,0,38
1987,0,47
1988,0,37
1989,0,35
1990,0,63
1991,0,58
1992,0,49
1993,0,69
1994,0,64
1995,0,48
1996,0,47
1997,0,41
1998,0,41
1999,0,55
2000,0,49
2001,0,59
2002,0,46
2003,0,49
2004,0,48
2005,0,48
2006,0,47
2007,0,49
2008,0,60
2009,0,48
2010,0,44
2011,0,41
2012,0,44
2013,0,38
2014,0,35
2015,0,30
2016,0,26
2017,0,26
2018,0,39
2019,0,29
