year,Boys,Girls
1880,0,12
1881,0,10
1882,0,8
1883,0,10
1884,0,10
1885,0,13
1886,0,13
1887,0,15
1888,0,13
1889,0,11
1890,0,9
1891,0,5
1892,0,7
1893,0,9
1894,0,14
1895,0,18
1896,0,13
1897,0,12
1898,0,14
1899,0,0
1900,0,17
1901,0,0
1902,0,10
1903,0,7
1904,0,8
1905,0,16
1906,0,6
1907,0,11
1908,0,19
1909,0,22
1910,0,17
1911,0,19
1912,0,25
1913,0,34
1914,0,40
1915,0,53
1916,0,50
1917,0,51
1918,0,56
1919,0,61
1920,0,63
1921,0,49
1922,0,53
1923,0,56
1924,5,71
1925,0,55
1926,0,47
1927,0,52
1928,0,40
1929,0,63
1930,0,56
1931,0,51
1932,0,59
1933,0,38
1934,0,51
1935,0,61
1936,5,57
1937,0,51
1938,0,54
1939,0,50
1940,0,50
1941,0,57
1942,0,48
1943,0,51
1944,0,49
1945,0,51
1946,0,39
1947,0,55
1948,0,44
1949,0,37
1950,0,46
1951,0,39
1952,0,39
1953,0,44
1954,0,33
1955,0,46
1956,5,42
1957,0,36
1958,0,27
1959,0,33
1960,0,30
1961,0,39
1962,0,30
1963,0,38
1964,0,21
1965,0,33
1966,0,44
1967,0,29
1968,0,27
1969,0,27
1970,0,32
1971,7,42
1972,0,39
1973,0,26
1974,0,23
1975,0,35
1976,0,17
1977,0,31
1978,0,26
1979,0,21
1980,0,34
1981,0,23
1982,0,15
1983,0,23
1984,0,29
1985,0,23
1986,0,25
1987,0,30
1988,0,30
1989,0,20
1990,0,28
1991,5,20
1992,0,29
1993,10,30
1994,9,21
1995,0,28
1996,0,40
1997,5,29
1998,7,42
1999,19,39
2000,10,45
2001,14,41
2002,11,46
2003,9,48
2004,8,46
2005,11,48
2006,13,70
2007,18,55
2008,18,77
2009,16,69
2010,12,73
2011,19,64
2012,15,85
2013,18,77
2014,21,88
2015,29,75
2016,26,98
2017,37,117
2018,36,102
2019,39,91
