year,F,M
1880,0,10
1881,0,10
1882,0,15
1883,0,18
1884,0,22
1885,0,17
1886,0,18
1887,0,12
1888,0,23
1889,0,23
1890,0,22
1891,0,15
1892,0,24
1893,0,15
1894,0,16
1895,0,13
1896,0,25
1897,0,15
1898,0,21
1899,0,25
1900,0,20
1901,0,13
1902,0,10
1903,0,24
1904,0,22
1905,0,17
1906,0,17
1907,0,26
1908,0,19
1909,0,21
1910,0,19
1911,0,20
1912,0,52
1913,0,61
1914,0,73
1915,0,86
1916,0,111
1917,0,91
1918,0,108
1919,0,107
1920,0,158
1921,0,167
1922,0,122
1923,0,117
1924,0,125
1925,0,93
1926,0,103
1927,0,92
1928,0,92
1929,6,117
1930,0,105
1931,0,96
1932,0,124
1933,0,130
1934,0,160
1935,0,165
1936,5,136
1937,6,146
1938,0,136
1939,0,118
1940,5,109
1941,0,88
1942,0,81
1943,0,88
1944,0,81
1945,5,75
1946,0,73
1947,0,81
1948,0,78
1949,0,68
1950,0,53
1951,0,54
1952,0,79
1953,0,68
1954,0,57
1955,5,65
1956,7,67
1957,0,52
1958,0,70
1959,0,60
1960,0,65
1961,0,63
1962,0,81
1963,0,70
1964,0,49
1965,0,45
1966,0,48
1967,0,49
1968,0,29
1969,0,40
1970,0,41
1971,0,40
1972,0,35
1973,0,30
1974,0,24
1975,0,34
1976,0,24
1977,0,23
1978,0,29
1979,0,24
1980,0,33
1981,0,33
1982,0,26
1983,0,30
1984,0,22
1985,0,21
1986,0,25
1987,0,19
1988,0,30
1989,0,26
1990,0,27
1991,0,19
1992,0,26
1993,0,30
1994,0,23
1995,0,17
1996,0,25
1997,0,17
1998,0,19
1999,0,25
2000,0,29
2001,0,37
2002,0,33
2003,0,44
2004,0,37
2005,0,37
2006,0,41
2007,0,37
2008,0,49
2009,0,59
2010,0,65
2011,0,48
2012,5,74
2013,0,57
2014,0,70
2015,5,78
2016,0,83
2017,5,113
2018,0,134
2019,6,102
