year,F,M
1880,0,12
1881,0,10
1882,0,21
1883,0,14
1884,0,11
1885,0,6
1886,0,5
1887,0,8
1888,0,10
1889,0,8
1890,0,12
1891,0,12
1892,0,16
1893,0,0
1894,0,10
1895,0,12
1896,0,24
1897,0,15
1898,0,13
1899,0,12
1900,0,13
1901,0,14
1902,0,14
1903,0,7
1904,0,13
1905,0,12
1906,0,13
1907,0,9
1908,0,16
1909,0,12
1910,0,25
1911,0,21
1912,0,36
1913,0,43
1914,0,59
1915,0,72
1916,0,75
1917,0,61
1918,0,83
1919,0,68
1920,0,57
1921,0,71
1922,0,67
1923,0,58
1924,0,63
1925,0,58
1926,0,48
1927,0,52
1928,0,28
1929,0,35
1930,0,37
1931,0,46
1932,0,34
1933,0,46
1934,0,26
1935,0,33
1936,0,42
1937,0,30
1938,0,40
1939,0,41
1940,0,38
1941,0,45
1942,0,26
1943,0,34
1944,0,24
1945,0,33
1946,0,33
1947,0,36
1948,0,34
1949,0,31
1950,0,23
1951,0,28
1952,0,22
1953,0,35
1954,0,25
1955,0,31
1956,0,27
1957,0,24
1958,0,17
1959,0,18
1960,0,20
1961,0,28
1962,0,12
1963,0,22
1964,0,19
1965,0,11
1966,0,11
1967,0,7
1968,0,13
1969,0,11
1970,0,14
1971,0,9
1972,0,14
1973,0,14
1974,0,13
1975,0,10
1976,0,7
1977,0,10
1978,0,5
1979,0,8
1980,0,6
1981,0,11
1982,0,17
1983,0,13
1984,0,13
1985,0,15
1986,0,15
1987,0,13
1988,0,14
1989,0,12
1990,0,17
1991,0,8
1992,0,14
1993,0,14
1994,0,17
1995,0,14
1996,0,11
1997,0,16
1998,0,19
1999,0,25
2000,0,13
2001,0,18
2002,0,20
2003,0,19
2004,0,25
2005,0,33
2006,0,26
2007,0,23
2008,0,24
2009,0,18
2010,0,36
2011,0,43
2012,0,82
2013,0,62
2014,0,93
2015,0,122
2016,0,120
2017,0,198
2018,6,338
2019,5,360
