year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,9,0
1949,7,0
1950,15,0
1951,13,0
1952,13,0
1953,23,0
1954,23,0
1955,17,0
1956,38,0
1957,33,0
1958,54,0
1959,52,0
1960,62,0
1961,52,0
1962,61,0
1963,59,0
1964,65,0
1965,69,0
1966,83,0
1967,161,0
1968,159,0
1969,178,0
1970,220,0
1971,249,0
1972,270,0
1973,242,0
1974,270,6
1975,310,0
1976,251,0
1977,215,0
1978,220,0
1979,227,0
1980,153,0
1981,146,0
1982,87,0
1983,79,6
1984,78,0
1985,60,0
1986,48,0
1987,56,0
1988,45,0
1989,30,0
1990,52,0
1991,28,0
1992,24,0
1993,30,0
1994,19,0
1995,17,0
1996,21,0
1997,19,0
1998,23,0
1999,13,0
2000,14,0
2001,11,0
2002,11,0
2003,13,0
2004,11,0
2005,14,0
2006,14,0
2007,15,0
2008,7,0
2009,6,0
2010,9,0
2011,7,0
2012,9,0
2013,9,0
2014,9,0
2015,7,0
2016,6,0
2017,7,0
2018,9,0
2019,0,0
