year,Boys,Girls
1880,12,0
1881,10,0
1882,15,0
1883,20,0
1884,16,0
1885,25,0
1886,31,0
1887,31,0
1888,39,0
1889,40,0
1890,51,0
1891,35,0
1892,51,0
1893,48,0
1894,43,0
1895,53,0
1896,67,0
1897,58,0
1898,60,0
1899,61,0
1900,84,0
1901,55,0
1902,64,0
1903,79,0
1904,91,0
1905,92,0
1906,97,0
1907,106,0
1908,99,0
1909,123,0
1910,134,0
1911,145,0
1912,180,0
1913,208,0
1914,251,0
1915,292,0
1916,316,0
1917,336,0
1918,425,0
1919,382,0
1920,424,0
1921,407,0
1922,416,0
1923,457,0
1924,471,0
1925,520,0
1926,536,0
1927,567,0
1928,500,0
1929,494,7
1930,512,0
1931,450,0
1932,515,5
1933,462,6
1934,486,0
1935,414,0
1936,454,0
1937,405,6
1938,368,0
1939,375,0
1940,374,0
1941,401,0
1942,420,0
1943,364,0
1944,371,0
1945,344,0
1946,300,0
1947,303,0
1948,244,0
1949,293,0
1950,256,0
1951,238,0
1952,276,0
1953,229,0
1954,226,0
1955,237,0
1956,185,0
1957,169,0
1958,163,0
1959,139,0
1960,149,0
1961,138,0
1962,135,0
1963,98,0
1964,109,0
1965,92,0
1966,76,0
1967,74,0
1968,41,0
1969,44,0
1970,50,0
1971,48,0
1972,34,0
1973,29,0
1974,27,0
1975,28,0
1976,24,0
1977,27,0
1978,32,0
1979,34,0
1980,24,0
1981,30,0
1982,27,0
1983,23,0
1984,37,0
1985,24,0
1986,30,0
1987,24,0
1988,32,0
1989,32,0
1990,27,0
1991,30,0
1992,31,0
1993,41,0
1994,48,0
1995,49,0
1996,35,0
1997,33,0
1998,46,0
1999,64,0
2000,56,0
2001,59,0
2002,97,0
2003,96,0
2004,99,0
2005,121,0
2006,116,0
2007,201,0
2008,247,0
2009,252,0
2010,269,0
2011,261,0
2012,389,0
2013,406,0
2014,562,0
2015,673,0
2016,688,0
2017,698,0
2018,810,0
2019,885,0
