year,F,M
1880,0,11
1881,0,7
1882,0,7
1883,0,13
1884,0,11
1885,0,11
1886,0,13
1887,0,13
1888,0,9
1889,0,6
1890,0,10
1891,0,7
1892,0,16
1893,0,7
1894,0,12
1895,0,10
1896,0,9
1897,0,14
1898,0,12
1899,0,9
1900,0,15
1901,0,11
1902,0,11
1903,0,9
1904,0,15
1905,0,12
1906,0,12
1907,0,11
1908,0,18
1909,0,20
1910,0,15
1911,0,22
1912,0,31
1913,0,21
1914,0,45
1915,0,53
1916,0,55
1917,0,44
1918,0,55
1919,0,45
1920,0,73
1921,0,51
1922,0,53
1923,0,54
1924,0,65
1925,0,48
1926,0,67
1927,0,68
1928,0,66
1929,0,58
1930,0,74
1931,0,55
1932,0,57
1933,0,42
1934,0,56
1935,0,64
1936,0,41
1937,0,57
1938,0,51
1939,0,50
1940,0,73
1941,0,47
1942,0,54
1943,0,50
1944,0,54
1945,0,48
1946,0,64
1947,0,60
1948,0,59
1949,0,64
1950,0,86
1951,0,56
1952,0,46
1953,0,51
1954,0,50
1955,0,74
1956,0,59
1957,0,65
1958,7,58
1959,0,60
1960,0,54
1961,0,66
1962,0,45
1963,0,56
1964,0,46
1965,0,54
1966,0,47
1967,0,45
1968,0,46
1969,0,52
1970,0,39
1971,0,58
1972,0,46
1973,0,33
1974,7,45
1975,0,42
1976,0,43
1977,0,28
1978,0,37
1979,0,33
1980,5,36
1981,5,29
1982,0,44
1983,0,33
1984,0,35
1985,0,33
1986,0,43
1987,0,47
1988,0,44
1989,0,39
1990,0,69
1991,0,44
1992,0,54
1993,0,59
1994,0,51
1995,0,29
1996,0,46
1997,0,47
1998,0,42
1999,0,53
2000,0,48
2001,0,63
2002,0,62
2003,0,58
2004,0,52
2005,0,53
2006,0,57
2007,0,63
2008,0,68
2009,0,56
2010,0,36
2011,0,45
2012,0,47
2013,0,40
2014,0,38
2015,0,45
2016,0,36
2017,0,42
2018,0,52
2019,0,45
