year,Boys,Girls
1880,0,6
1881,0,9
1882,0,8
1883,0,8
1884,0,10
1885,0,5
1886,0,11
1887,0,9
1888,0,7
1889,0,8
1890,0,12
1891,0,5
1892,0,5
1893,0,7
1894,0,6
1895,0,0
1896,0,0
1897,0,5
1898,0,0
1899,0,6
1900,0,6
1901,0,0
1902,0,5
1903,0,0
1904,0,5
1905,0,5
1906,0,0
1907,0,8
1908,0,0
1909,0,0
1910,0,0
1911,0,7
1912,0,9
1913,0,12
1914,0,18
1915,0,29
1916,0,31
1917,0,24
1918,0,33
1919,0,31
1920,0,44
1921,0,44
1922,0,51
1923,0,51
1924,5,58
1925,8,60
1926,0,79
1927,0,64
1928,0,62
1929,0,84
1930,0,74
1931,0,77
1932,0,48
1933,0,47
1934,0,56
1935,0,53
1936,0,50
1937,0,44
1938,0,50
1939,0,61
1940,0,60
1941,0,67
1942,0,58
1943,0,74
1944,0,58
1945,0,68
1946,0,48
1947,0,41
1948,0,50
1949,0,31
1950,0,43
1951,0,38
1952,0,43
1953,0,37
1954,0,39
1955,0,40
1956,0,56
1957,0,43
1958,0,40
1959,0,37
1960,0,38
1961,0,38
1962,0,53
1963,0,48
1964,0,50
1965,0,27
1966,0,36
1967,0,37
1968,0,42
1969,0,47
1970,0,40
1971,0,30
1972,0,22
1973,0,23
1974,5,25
1975,0,20
1976,0,15
1977,0,24
1978,0,21
1979,0,20
1980,0,32
1981,0,27
1982,0,16
1983,0,27
1984,0,23
1985,0,27
1986,0,24
1987,0,13
1988,0,22
1989,0,14
1990,0,18
1991,0,18
1992,0,10
1993,0,13
1994,0,12
1995,0,12
1996,0,15
1997,0,9
1998,0,18
1999,0,13
2000,0,14
2001,0,17
2002,0,21
2003,0,25
2004,0,20
2005,0,31
2006,0,27
2007,0,22
2008,0,25
2009,0,30
2010,0,36
2011,0,38
2012,0,23
2013,0,23
2014,0,19
2015,0,21
2016,0,22
2017,0,16
2018,0,26
2019,0,18
