year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,6,0
1934,0,0
1935,9,0
1936,12,6
1937,25,0
1938,27,0
1939,46,5
1940,53,0
1941,69,7
1942,88,0
1943,117,0
1944,109,0
1945,84,0
1946,117,5
1947,140,5
1948,105,5
1949,90,0
1950,69,0
1951,47,0
1952,55,0
1953,64,8
1954,74,0
1955,62,0
1956,68,0
1957,63,0
1958,67,0
1959,45,0
1960,45,0
1961,40,0
1962,52,0
1963,37,0
1964,51,0
1965,46,0
1966,38,0
1967,58,0
1968,53,5
1969,46,7
1970,71,7
1971,55,13
1972,57,12
1973,60,12
1974,60,10
1975,41,16
1976,31,19
1977,30,25
1978,31,15
1979,31,20
1980,26,19
1981,25,19
1982,23,12
1983,20,14
1984,22,12
1985,8,8
1986,14,0
1987,12,7
1988,23,18
1989,13,8
1990,17,15
1991,11,10
1992,17,12
1993,15,14
1994,15,18
1995,7,9
1996,0,15
1997,8,11
1998,8,7
1999,8,9
2000,11,5
2001,0,11
2002,0,8
2003,0,0
2004,0,7
2005,0,6
2006,0,5
2007,0,0
2008,0,8
2009,0,5
2010,0,6
2011,0,5
2012,0,5
2013,0,6
2014,0,0
2015,0,0
2016,0,0
2017,0,5
2018,0,0
2019,0,0
