year,F,M
1880,0,18
1881,0,14
1882,0,19
1883,0,23
1884,0,11
1885,0,19
1886,0,27
1887,0,19
1888,0,22
1889,0,19
1890,0,13
1891,0,19
1892,0,25
1893,0,10
1894,0,19
1895,0,20
1896,0,13
1897,0,9
1898,0,17
1899,0,16
1900,0,22
1901,0,13
1902,0,19
1903,0,14
1904,0,20
1905,0,33
1906,0,18
1907,0,27
1908,0,28
1909,0,31
1910,0,35
1911,0,24
1912,0,44
1913,0,44
1914,7,54
1915,7,56
1916,0,49
1917,5,69
1918,6,63
1919,8,74
1920,7,62
1921,0,76
1922,10,68
1923,12,72
1924,10,74
1925,16,72
1926,20,73
1927,17,85
1928,11,71
1929,20,69
1930,14,75
1931,8,72
1932,29,81
1933,31,75
1934,37,79
1935,66,68
1936,62,74
1937,108,79
1938,181,69
1939,260,69
1940,382,90
1941,506,98
1942,676,113
1943,785,143
1944,820,119
1945,865,127
1946,1180,176
1947,1354,217
1948,932,158
1949,689,187
1950,515,189
1951,461,180
1952,440,208
1953,511,192
1954,649,269
1955,753,232
1956,1127,245
1957,1890,217
1958,2566,220
1959,3277,218
1960,3646,175
1961,3421,250
1962,3055,232
1963,2801,226
1964,2348,194
1965,1705,210
1966,1680,209
1967,1416,184
1968,1398,147
1969,1241,139
1970,1247,125
1971,1081,119
1972,1056,109
1973,874,88
1974,814,104
1975,841,91
1976,786,91
1977,785,73
1978,732,74
1979,887,59
1980,857,68
1981,802,96
1982,764,72
1983,636,65
1984,701,66
1985,602,74
1986,609,59
1987,569,58
1988,565,67
1989,719,61
1990,694,51
1991,627,37
1992,531,59
1993,489,44
1994,486,31
1995,468,35
1996,405,39
1997,361,33
1998,361,31
1999,330,21
2000,384,22
2001,322,18
2002,317,18
2003,296,20
2004,317,16
2005,292,24
2006,249,14
2007,256,16
2008,228,13
2009,189,10
2010,177,13
2011,110,15
2012,138,14
2013,134,7
2014,130,12
2015,106,9
2016,86,7
2017,97,10
2018,78,14
2019,77,9
