year,Girls,Boys
1880,0,17
1881,0,8
1882,0,16
1883,0,20
1884,0,20
1885,0,18
1886,0,10
1887,0,19
1888,0,25
1889,0,15
1890,0,15
1891,0,25
1892,0,23
1893,0,30
1894,0,15
1895,0,35
1896,0,21
1897,0,25
1898,0,26
1899,0,18
1900,0,38
1901,0,28
1902,0,30
1903,0,31
1904,0,33
1905,0,30
1906,0,32
1907,0,39
1908,0,44
1909,0,47
1910,0,46
1911,0,47
1912,0,100
1913,6,132
1914,0,151
1915,0,209
1916,0,202
1917,0,218
1918,8,249
1919,0,254
1920,7,259
1921,6,269
1922,9,270
1923,7,253
1924,0,280
1925,0,241
1926,0,246
1927,6,236
1928,6,229
1929,6,250
1930,0,208
1931,5,193
1932,5,227
1933,0,186
1934,5,186
1935,0,179
1936,0,194
1937,0,166
1938,6,188
1939,5,177
1940,0,204
1941,7,200
1942,9,258
1943,5,217
1944,0,211
1945,7,216
1946,9,231
1947,0,282
1948,5,255
1949,7,260
1950,0,252
1951,0,260
1952,8,255
1953,0,255
1954,0,252
1955,9,266
1956,5,281
1957,0,246
1958,5,244
1959,0,259
1960,0,237
1961,6,250
1962,0,288
1963,0,287
1964,5,284
1965,7,215
1966,6,239
1967,6,216
1968,8,246
1969,10,234
1970,14,222
1971,9,242
1972,7,183
1973,7,194
1974,14,195
1975,7,183
1976,7,189
1977,12,214
1978,16,226
1979,18,225
1980,16,242
1981,20,218
1982,20,237
1983,25,275
1984,23,293
1985,20,274
1986,26,297
1987,32,326
1988,42,415
1989,33,389
1990,41,452
1991,49,454
1992,55,503
1993,76,504
1994,71,573
1995,53,511
1996,61,469
1997,42,428
1998,66,424
1999,55,392
2000,73,363
2001,55,395
2002,77,357
2003,54,325
2004,63,300
2005,39,272
2006,55,269
2007,41,269
2008,45,245
2009,47,231
2010,52,299
2011,64,307
2012,65,350
2013,70,441
2014,97,550
2015,85,595
2016,133,669
2017,127,711
2018,126,779
2019,115,746
