year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,6,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,6,0
1906,6,0
1907,6,0
1908,0,0
1909,8,0
1910,0,0
1911,0,0
1912,7,0
1913,13,6
1914,12,6
1915,11,0
1916,11,5
1917,11,9
1918,9,7
1919,11,6
1920,10,9
1921,11,7
1922,10,17
1923,10,9
1924,11,10
1925,10,9
1926,13,7
1927,10,18
1928,12,15
1929,9,9
1930,9,13
1931,8,10
1932,17,20
1933,10,9
1934,17,9
1935,10,19
1936,13,26
1937,17,30
1938,13,23
1939,17,23
1940,22,31
1941,24,19
1942,24,29
1943,19,33
1944,15,27
1945,18,36
1946,18,32
1947,17,51
1948,19,40
1949,20,30
1950,16,39
1951,21,62
1952,27,48
1953,18,49
1954,19,70
1955,16,66
1956,17,61
1957,27,90
1958,29,93
1959,16,101
1960,19,122
1961,25,139
1962,31,176
1963,19,168
1964,26,235
1965,16,237
1966,16,395
1967,26,366
1968,14,393
1969,19,399
1970,25,405
1971,31,634
1972,19,435
1973,16,420
1974,21,377
1975,25,352
1976,0,278
1977,8,240
1978,11,227
1979,12,251
1980,15,229
1981,13,191
1982,22,198
1983,10,130
1984,16,131
1985,15,132
1986,17,114
1987,24,105
1988,13,91
1989,23,98
1990,17,111
1991,15,108
1992,13,117
1993,16,97
1994,13,114
1995,15,83
1996,13,98
1997,14,81
1998,12,69
1999,8,48
2000,13,57
2001,7,39
2002,6,47
2003,9,42
2004,8,32
2005,0,34
2006,6,36
2007,5,31
2008,7,36
2009,12,34
2010,6,24
2011,6,27
2012,11,23
2013,17,27
2014,20,18
2015,44,18
2016,53,27
2017,54,20
2018,73,32
2019,110,25
