year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,11,0
1952,5,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,7,0
1960,0,0
1961,5,0
1962,12,0
1963,7,0
1964,9,0
1965,11,0
1966,11,0
1967,14,0
1968,16,0
1969,19,7
1970,43,12
1971,45,7
1972,34,15
1973,52,19
1974,47,12
1975,49,17
1976,55,14
1977,47,22
1978,48,15
1979,54,13
1980,49,16
1981,63,8
1982,59,7
1983,52,10
1984,50,17
1985,50,22
1986,74,32
1987,104,36
1988,105,45
1989,129,37
1990,98,70
1991,139,53
1992,118,57
1993,177,59
1994,166,48
1995,178,59
1996,184,51
1997,190,59
1998,227,50
1999,203,54
2000,173,47
2001,150,31
2002,157,36
2003,146,50
2004,177,37
2005,135,39
2006,150,54
2007,134,35
2008,114,32
2009,115,25
2010,92,19
2011,78,26
2012,81,17
2013,132,21
2014,100,19
2015,129,15
2016,99,14
2017,77,15
2018,109,17
2019,95,13
