year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,5
1894,0,5
1895,0,0
1896,0,0
1897,0,6
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,5
1911,0,6
1912,0,6
1913,0,6
1914,0,5
1915,0,10
1916,0,10
1917,0,10
1918,0,10
1919,0,11
1920,0,5
1921,0,10
1922,0,12
1923,0,0
1924,0,10
1925,0,5
1926,0,5
1927,0,6
1928,0,6
1929,0,9
1930,0,12
1931,0,12
1932,0,7
1933,0,7
1934,0,10
1935,0,11
1936,0,13
1937,0,9
1938,5,12
1939,0,6
1940,0,7
1941,8,6
1942,5,16
1943,6,11
1944,11,14
1945,8,12
1946,5,17
1947,6,10
1948,6,7
1949,0,8
1950,5,0
1951,7,11
1952,0,5
1953,0,5
1954,6,10
1955,6,10
1956,5,0
1957,0,7
1958,0,5
1959,0,7
1960,8,5
1961,10,5
1962,6,6
1963,0,8
1964,6,5
1965,0,9
1966,0,5
1967,10,5
1968,14,6
1969,0,8
1970,6,8
1971,12,9
1972,9,6
1973,0,0
1974,0,7
1975,10,10
1976,0,0
1977,7,8
1978,0,0
1979,13,0
1980,15,5
1981,17,6
1982,12,0
1983,0,0
1984,7,0
1985,13,0
1986,15,5
1987,16,7
1988,15,5
1989,23,11
1990,18,10
1991,12,0
1992,22,8
1993,12,0
1994,13,8
1995,9,0
1996,7,0
1997,11,8
1998,14,5
1999,14,8
2000,0,5
2001,5,7
2002,10,11
2003,10,7
2004,11,8
2005,6,8
2006,9,10
2007,10,9
2008,0,7
2009,7,11
2010,10,16
2011,10,7
2012,7,13
2013,9,11
2014,7,0
2015,11,6
2016,12,9
2017,12,5
2018,13,12
2019,12,9
