year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,19,0
1937,37,0
1938,31,0
1939,24,0
1940,18,0
1941,9,0
1942,9,0
1943,8,0
1944,6,0
1945,11,0
1946,6,0
1947,8,0
1948,9,0
1949,8,0
1950,12,0
1951,0,0
1952,0,0
1953,0,0
1954,6,0
1955,10,0
1956,7,0
1957,0,0
1958,0,0
1959,11,0
1960,5,0
1961,16,0
1962,10,0
1963,7,0
1964,8,0
1965,9,0
1966,5,0
1967,11,0
1968,13,0
1969,16,0
1970,13,0
1971,21,0
1972,18,0
1973,15,0
1974,29,0
1975,27,0
1976,16,0
1977,27,0
1978,16,0
1979,19,0
1980,21,0
1981,13,0
1982,17,0
1983,13,0
1984,30,0
1985,32,0
1986,25,0
1987,27,0
1988,43,0
1989,55,0
1990,149,0
1991,403,0
1992,450,0
1993,344,0
1994,269,0
1995,280,0
1996,335,0
1997,293,0
1998,277,0
1999,210,0
2000,210,0
2001,175,0
2002,172,0
2003,122,0
2004,119,0
2005,104,0
2006,103,0
2007,96,0
2008,94,0
2009,75,0
2010,79,0
2011,52,0
2012,57,0
2013,31,0
2014,44,0
2015,37,0
2016,32,0
2017,29,0
2018,17,0
2019,12,0
