year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,9
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,8
1933,0,5
1934,0,0
1935,0,0
1936,0,7
1937,0,5
1938,0,12
1939,0,11
1940,0,9
1941,0,17
1942,0,20
1943,0,31
1944,0,32
1945,0,33
1946,0,54
1947,0,78
1948,0,76
1949,0,93
1950,0,116
1951,0,118
1952,0,108
1953,0,125
1954,0,108
1955,0,94
1956,0,93
1957,0,76
1958,0,71
1959,0,77
1960,0,60
1961,0,54
1962,0,41
1963,0,56
1964,0,56
1965,0,47
1966,0,40
1967,0,46
1968,0,44
1969,0,70
1970,0,56
1971,0,58
1972,0,43
1973,0,43
1974,0,37
1975,0,42
1976,0,34
1977,0,34
1978,0,41
1979,0,57
1980,0,55
1981,0,44
1982,0,41
1983,0,63
1984,0,39
1985,0,55
1986,0,47
1987,0,51
1988,0,55
1989,0,76
1990,0,65
1991,0,60
1992,0,63
1993,0,72
1994,0,44
1995,0,40
1996,0,45
1997,0,42
1998,0,37
1999,0,46
2000,0,48
2001,0,37
2002,0,34
2003,0,52
2004,0,33
2005,0,35
2006,0,28
2007,0,33
2008,0,27
2009,0,27
2010,0,22
2011,0,29
2012,0,25
2013,0,22
2014,0,31
2015,0,28
2016,0,26
2017,0,16
2018,0,12
2019,0,12
