year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,7
1941,0,5
1942,0,0
1943,0,9
1944,0,10
1945,0,10
1946,0,13
1947,0,24
1948,0,32
1949,0,41
1950,0,58
1951,0,73
1952,0,99
1953,0,121
1954,0,214
1955,0,271
1956,0,390
1957,0,457
1958,0,562
1959,5,525
1960,0,501
1961,0,463
1962,0,537
1963,0,506
1964,0,569
1965,0,515
1966,0,500
1967,0,511
1968,0,555
1969,6,588
1970,0,633
1971,0,576
1972,0,437
1973,0,344
1974,0,324
1975,0,331
1976,0,236
1977,0,201
1978,0,183
1979,0,185
1980,0,138
1981,0,163
1982,0,143
1983,0,108
1984,0,123
1985,0,102
1986,0,118
1987,0,113
1988,0,91
1989,0,94
1990,0,84
1991,0,76
1992,0,83
1993,0,65
1994,0,55
1995,0,47
1996,0,42
1997,0,47
1998,0,42
1999,0,46
2000,0,28
2001,0,24
2002,0,23
2003,0,22
2004,0,21
2005,0,16
2006,0,18
2007,0,23
2008,0,15
2009,0,17
2010,0,18
2011,0,8
2012,0,10
2013,0,11
2014,0,13
2015,0,10
2016,0,8
2017,0,5
2018,0,5
2019,0,6
