year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,6,0
1897,0,0
1898,0,0
1899,6,0
1900,5,0
1901,6,0
1902,0,0
1903,0,0
1904,16,0
1905,8,0
1906,5,0
1907,15,0
1908,20,0
1909,13,0
1910,18,0
1911,26,0
1912,26,0
1913,40,5
1914,59,0
1915,85,5
1916,88,0
1917,74,0
1918,66,6
1919,74,0
1920,71,0
1921,74,0
1922,70,0
1923,89,0
1924,88,0
1925,82,0
1926,70,9
1927,71,0
1928,66,0
1929,54,0
1930,68,0
1931,54,0
1932,36,0
1933,48,0
1934,48,0
1935,32,0
1936,48,0
1937,41,0
1938,41,0
1939,37,0
1940,31,0
1941,30,0
1942,47,0
1943,32,0
1944,27,0
1945,44,0
1946,35,5
1947,44,0
1948,49,0
1949,42,0
1950,55,0
1951,48,0
1952,44,0
1953,39,0
1954,62,0
1955,50,0
1956,45,0
1957,56,0
1958,46,0
1959,32,5
1960,52,0
1961,60,0
1962,45,0
1963,33,0
1964,44,0
1965,46,0
1966,44,0
1967,39,0
1968,38,0
1969,52,0
1970,50,0
1971,41,0
1972,42,0
1973,44,0
1974,38,0
1975,41,0
1976,45,0
1977,36,0
1978,45,0
1979,56,5
1980,43,0
1981,30,0
1982,29,0
1983,35,0
1984,27,0
1985,28,0
1986,24,0
1987,22,0
1988,18,0
1989,20,0
1990,21,0
1991,24,0
1992,24,0
1993,22,0
1994,24,0
1995,21,0
1996,27,0
1997,19,0
1998,20,0
1999,14,0
2000,5,0
2001,10,0
2002,14,0
2003,6,0
2004,9,0
2005,11,0
2006,20,0
2007,11,0
2008,15,0
2009,12,0
2010,10,0
2011,9,0
2012,11,0
2013,12,0
2014,6,0
2015,11,0
2016,10,0
2017,11,0
2018,9,0
2019,8,0
