year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,8,0
1943,12,0
1944,8,0
1945,13,0
1946,15,0
1947,27,0
1948,33,0
1949,32,0
1950,49,0
1951,56,0
1952,68,0
1953,81,0
1954,122,0
1955,106,0
1956,122,0
1957,135,0
1958,134,0
1959,168,0
1960,189,0
1961,192,0
1962,205,0
1963,198,0
1964,191,0
1965,193,0
1966,196,0
1967,156,0
1968,143,0
1969,150,0
1970,172,0
1971,123,0
1972,128,0
1973,136,0
1974,113,0
1975,114,0
1976,110,0
1977,162,0
1978,176,0
1979,171,0
1980,243,0
1981,218,0
1982,164,0
1983,134,0
1984,149,0
1985,127,0
1986,111,0
1987,103,0
1988,126,0
1989,120,0
1990,78,0
1991,76,0
1992,72,0
1993,74,0
1994,56,0
1995,67,0
1996,68,0
1997,80,0
1998,81,0
1999,89,0
2000,87,0
2001,75,0
2002,90,0
2003,62,0
2004,82,0
2005,67,0
2006,71,0
2007,63,0
2008,78,0
2009,62,0
2010,76,0
2011,84,0
2012,75,0
2013,72,0
2014,60,0
2015,51,0
2016,38,0
2017,55,0
2018,37,0
2019,51,0
