year,F,M
1880,0,0
1881,6,0
1882,11,0
1883,5,0
1884,7,0
1885,10,0
1886,9,0
1887,9,0
1888,16,0
1889,14,0
1890,10,0
1891,25,0
1892,18,0
1893,18,0
1894,22,0
1895,29,0
1896,31,0
1897,37,0
1898,39,0
1899,51,0
1900,64,0
1901,52,0
1902,56,0
1903,54,0
1904,58,0
1905,60,0
1906,84,0
1907,55,0
1908,76,0
1909,81,0
1910,106,0
1911,96,0
1912,117,0
1913,165,0
1914,206,0
1915,269,0
1916,287,0
1917,288,0
1918,460,0
1919,515,0
1920,483,0
1921,541,0
1922,463,0
1923,455,0
1924,479,5
1925,442,0
1926,381,0
1927,436,0
1928,419,0
1929,338,0
1930,318,0
1931,274,0
1932,268,0
1933,286,0
1934,270,0
1935,287,0
1936,370,0
1937,322,0
1938,357,0
1939,366,0
1940,368,0
1941,304,0
1942,293,0
1943,287,0
1944,256,0
1945,241,0
1946,277,0
1947,249,0
1948,220,0
1949,214,0
1950,208,0
1951,224,0
1952,214,0
1953,204,0
1954,194,0
1955,178,0
1956,168,0
1957,169,0
1958,182,0
1959,146,0
1960,165,0
1961,129,0
1962,181,0
1963,211,0
1964,142,0
1965,153,0
1966,144,0
1967,103,0
1968,89,0
1969,79,0
1970,76,0
1971,83,0
1972,88,0
1973,103,0
1974,117,0
1975,119,0
1976,104,0
1977,89,0
1978,61,0
1979,91,0
1980,93,0
1981,70,0
1982,47,0
1983,33,0
1984,39,0
1985,32,0
1986,53,0
1987,40,0
1988,33,0
1989,31,0
1990,33,0
1991,26,0
1992,29,0
1993,18,0
1994,24,0
1995,20,0
1996,11,0
1997,15,0
1998,13,0
1999,9,0
2000,16,0
2001,18,0
2002,8,0
2003,9,0
2004,15,0
2005,20,0
2006,19,0
2007,15,0
2008,18,0
2009,12,0
2010,12,0
2011,13,0
2012,16,0
2013,67,0
2014,86,0
2015,91,0
2016,106,0
2017,110,0
2018,109,0
2019,120,0
