year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,7,0
1895,6,0
1896,10,0
1897,6,0
1898,5,0
1899,5,0
1900,8,0
1901,0,0
1902,0,0
1903,0,0
1904,8,0
1905,19,0
1906,9,0
1907,10,0
1908,12,0
1909,7,0
1910,11,0
1911,9,0
1912,0,0
1913,15,0
1914,11,0
1915,19,0
1916,25,0
1917,27,0
1918,20,0
1919,17,0
1920,21,0
1921,34,0
1922,17,0
1923,20,0
1924,26,0
1925,26,0
1926,13,0
1927,23,0
1928,17,0
1929,19,0
1930,17,0
1931,20,0
1932,8,0
1933,7,0
1934,14,0
1935,13,0
1936,15,0
1937,0,0
1938,5,0
1939,14,0
1940,8,0
1941,10,0
1942,5,0
1943,5,0
1944,8,0
1945,0,0
1946,7,0
1947,6,0
1948,0,0
1949,7,0
1950,7,0
1951,12,0
1952,9,0
1953,14,0
1954,7,0
1955,10,0
1956,16,0
1957,9,0
1958,8,0
1959,10,0
1960,12,0
1961,15,0
1962,16,0
1963,13,0
1964,18,0
1965,11,0
1966,8,0
1967,15,0
1968,18,0
1969,14,0
1970,16,0
1971,15,0
1972,14,0
1973,20,0
1974,16,0
1975,14,0
1976,18,0
1977,20,0
1978,18,0
1979,23,0
1980,26,0
1981,15,0
1982,19,0
1983,17,0
1984,11,0
1985,15,0
1986,13,0
1987,9,0
1988,14,0
1989,11,0
1990,13,0
1991,12,0
1992,12,0
1993,15,0
1994,17,0
1995,11,0
1996,10,0
1997,7,0
1998,14,0
1999,13,0
2000,11,0
2001,15,0
2002,11,0
2003,6,0
2004,7,0
2005,11,0
2006,14,0
2007,14,0
2008,14,0
2009,9,0
2010,8,0
2011,5,0
2012,6,0
2013,0,0
2014,6,0
2015,5,0
2016,0,0
2017,5,0
2018,7,0
2019,5,0
