year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,5,0
1946,5,0
1947,9,0
1948,10,0
1949,8,0
1950,10,0
1951,22,0
1952,22,0
1953,20,0
1954,38,0
1955,48,0
1956,83,0
1957,103,0
1958,104,0
1959,132,0
1960,159,0
1961,197,0
1962,178,0
1963,228,0
1964,240,0
1965,188,0
1966,207,0
1967,189,0
1968,184,0
1969,191,0
1970,226,0
1971,230,0
1972,206,0
1973,161,0
1974,155,0
1975,201,0
1976,153,0
1977,131,0
1978,131,0
1979,138,0
1980,139,0
1981,141,0
1982,127,0
1983,132,0
1984,103,0
1985,119,0
1986,123,0
1987,134,0
1988,167,0
1989,197,5
1990,231,0
1991,409,0
1992,346,0
1993,224,5
1994,236,0
1995,209,0
1996,202,0
1997,187,0
1998,195,0
1999,160,0
2000,204,0
2001,231,0
2002,184,0
2003,163,0
2004,178,0
2005,150,0
2006,173,0
2007,153,0
2008,154,0
2009,162,0
2010,120,0
2011,117,0
2012,73,0
2013,84,0
2014,65,0
2015,70,0
2016,61,0
2017,67,0
2018,86,0
2019,79,0
