year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,7,0
1887,11,0
1888,0,0
1889,5,0
1890,10,0
1891,7,0
1892,6,0
1893,7,0
1894,6,0
1895,8,0
1896,7,0
1897,5,0
1898,12,0
1899,6,0
1900,13,0
1901,9,0
1902,9,0
1903,6,0
1904,9,0
1905,16,0
1906,11,0
1907,12,0
1908,18,0
1909,9,0
1910,14,0
1911,11,0
1912,16,0
1913,22,0
1914,25,0
1915,22,0
1916,35,0
1917,34,0
1918,34,0
1919,31,0
1920,23,0
1921,26,0
1922,41,0
1923,34,0
1924,22,0
1925,25,0
1926,27,0
1927,20,0
1928,26,0
1929,25,0
1930,23,0
1931,20,0
1932,21,0
1933,21,0
1934,12,0
1935,19,0
1936,24,0
1937,15,0
1938,12,0
1939,15,0
1940,10,0
1941,17,0
1942,7,0
1943,9,0
1944,14,0
1945,8,0
1946,5,0
1947,8,0
1948,10,0
1949,7,0
1950,9,0
1951,9,0
1952,8,0
1953,7,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,5,0
1963,5,0
1964,5,0
1965,5,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,5,0
1977,6,0
1978,10,0
1979,5,0
1980,0,0
1981,5,0
1982,6,0
1983,5,0
1984,0,0
1985,11,0
1986,5,0
1987,8,0
1988,8,0
1989,7,0
1990,9,0
1991,10,0
1992,7,0
1993,7,0
1994,15,0
1995,16,0
1996,13,0
1997,22,0
1998,25,0
1999,18,0
2000,37,0
2001,24,0
2002,29,0
2003,38,0
2004,35,0
2005,54,0
2006,92,0
2007,178,0
2008,493,0
2009,945,0
2010,1098,0
2011,1208,0
2012,1385,0
2013,1912,0
2014,2134,0
2015,2272,0
2016,2519,0
2017,2875,0
2018,3406,0
2019,4021,0
