year,F,M
1880,15,0
1881,20,0
1882,25,0
1883,32,0
1884,29,0
1885,42,0
1886,45,0
1887,43,0
1888,49,0
1889,54,0
1890,63,0
1891,72,0
1892,93,0
1893,97,0
1894,112,0
1895,97,0
1896,126,0
1897,119,0
1898,114,0
1899,113,0
1900,177,0
1901,138,0
1902,154,0
1903,160,0
1904,143,0
1905,166,0
1906,146,0
1907,162,0
1908,196,0
1909,200,0
1910,199,0
1911,243,0
1912,274,0
1913,279,0
1914,376,0
1915,451,0
1916,513,9
1917,494,5
1918,564,7
1919,549,5
1920,561,6
1921,623,0
1922,576,0
1923,524,5
1924,577,6
1925,642,7
1926,487,0
1927,531,0
1928,524,0
1929,481,0
1930,451,5
1931,426,0
1932,428,0
1933,379,0
1934,367,0
1935,312,0
1936,310,5
1937,320,0
1938,299,0
1939,247,0
1940,212,0
1941,217,0
1942,229,0
1943,189,0
1944,172,0
1945,151,0
1946,146,0
1947,183,0
1948,143,0
1949,123,0
1950,133,0
1951,112,0
1952,145,0
1953,137,0
1954,81,0
1955,87,0
1956,83,0
1957,94,0
1958,88,0
1959,74,0
1960,57,0
1961,72,0
1962,70,0
1963,49,0
1964,55,0
1965,36,0
1966,42,0
1967,49,0
1968,36,0
1969,41,0
1970,24,0
1971,35,0
1972,27,0
1973,23,0
1974,26,0
1975,32,0
1976,25,0
1977,30,0
1978,27,0
1979,33,0
1980,28,0
1981,23,0
1982,24,0
1983,21,0
1984,29,0
1985,16,0
1986,20,0
1987,31,0
1988,17,0
1989,16,0
1990,24,0
1991,19,0
1992,19,0
1993,16,0
1994,25,0
1995,16,0
1996,30,0
1997,28,0
1998,25,0
1999,38,0
2000,38,0
2001,57,0
2002,43,0
2003,55,0
2004,60,0
2005,74,0
2006,90,0
2007,88,0
2008,109,0
2009,124,0
2010,155,0
2011,129,0
2012,149,0
2013,142,0
2014,203,0
2015,213,0
2016,198,0
2017,230,0
2018,182,0
2019,247,0
