year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,6,0
1892,10,0
1893,7,0
1894,9,0
1895,10,0
1896,5,0
1897,7,0
1898,8,0
1899,12,0
1900,8,0
1901,13,0
1902,13,0
1903,10,0
1904,10,0
1905,12,0
1906,12,0
1907,18,0
1908,8,0
1909,15,0
1910,11,0
1911,8,0
1912,19,0
1913,27,0
1914,26,0
1915,38,0
1916,33,0
1917,44,0
1918,33,0
1919,34,0
1920,36,0
1921,42,0
1922,32,0
1923,46,0
1924,33,0
1925,33,0
1926,28,0
1927,41,0
1928,28,0
1929,32,0
1930,17,0
1931,20,0
1932,16,0
1933,15,0
1934,13,0
1935,17,0
1936,13,0
1937,14,0
1938,12,0
1939,12,0
1940,16,0
1941,11,0
1942,9,0
1943,10,0
1944,5,0
1945,8,0
1946,0,0
1947,5,0
1948,9,0
1949,0,0
1950,7,0
1951,5,0
1952,9,0
1953,9,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,6,0
1960,5,0
1961,0,0
1962,0,0
1963,0,0
1964,5,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,8,0
2001,11,0
2002,0,0
2003,0,0
2004,0,0
2005,9,0
2006,8,0
2007,14,0
2008,14,0
2009,21,0
2010,18,0
2011,26,0
2012,12,0
2013,23,0
2014,26,0
2015,26,0
2016,24,0
2017,24,0
2018,47,0
2019,44,0
