year,Boys,Girls
1880,18,0
1881,18,0
1882,22,0
1883,18,0
1884,17,0
1885,23,0
1886,18,0
1887,22,0
1888,31,0
1889,37,0
1890,37,0
1891,28,0
1892,44,0
1893,44,0
1894,48,0
1895,50,0
1896,56,0
1897,57,0
1898,52,0
1899,39,0
1900,83,0
1901,64,0
1902,62,0
1903,73,0
1904,90,0
1905,88,0
1906,83,0
1907,93,0
1908,101,0
1909,101,0
1910,124,0
1911,110,0
1912,141,0
1913,147,0
1914,164,0
1915,270,0
1916,320,0
1917,330,0
1918,404,0
1919,352,0
1920,374,0
1921,360,0
1922,331,0
1923,343,0
1924,332,0
1925,294,0
1926,263,0
1927,300,0
1928,275,0
1929,279,0
1930,232,0
1931,235,0
1932,194,0
1933,186,0
1934,178,0
1935,162,0
1936,162,0
1937,123,0
1938,128,0
1939,147,0
1940,97,0
1941,89,0
1942,112,0
1943,109,0
1944,94,0
1945,80,0
1946,95,0
1947,71,0
1948,75,0
1949,65,0
1950,71,0
1951,82,0
1952,67,0
1953,58,0
1954,68,0
1955,71,0
1956,56,0
1957,35,0
1958,45,0
1959,57,0
1960,37,0
1961,40,0
1962,31,0
1963,30,0
1964,33,0
1965,26,0
1966,20,0
1967,37,0
1968,17,0
1969,19,0
1970,24,0
1971,20,0
1972,18,0
1973,26,0
1974,21,0
1975,19,0
1976,18,0
1977,16,0
1978,21,0
1979,14,0
1980,15,0
1981,12,0
1982,15,0
1983,21,0
1984,15,0
1985,9,0
1986,15,0
1987,12,0
1988,12,0
1989,13,0
1990,8,0
1991,9,0
1992,10,0
1993,15,0
1994,9,0
1995,5,0
1996,10,0
1997,23,0
1998,17,0
1999,20,0
2000,26,0
2001,33,0
2002,22,0
2003,23,0
2004,35,0
2005,28,0
2006,39,0
2007,33,0
2008,30,5
2009,36,0
2010,44,0
2011,39,0
2012,42,0
2013,45,0
2014,59,0
2015,64,0
2016,59,0
2017,49,0
2018,68,0
2019,72,0
