year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,7
1972,0,12
1973,0,16
1974,0,17
1975,0,20
1976,0,36
1977,0,33
1978,0,39
1979,0,37
1980,0,59
1981,0,73
1982,0,70
1983,0,74
1984,0,71
1985,0,76
1986,0,97
1987,0,97
1988,0,96
1989,0,153
1990,0,158
1991,0,175
1992,0,216
1993,0,242
1994,0,229
1995,0,200
1996,0,235
1997,0,194
1998,0,240
1999,0,232
2000,0,269
2001,0,295
2002,0,285
2003,0,280
2004,0,308
2005,5,338
2006,0,337
2007,0,364
2008,0,367
2009,8,342
2010,0,366
2011,0,323
2012,0,363
2013,0,360
2014,0,385
2015,0,393
2016,0,323
2017,0,319
2018,0,306
2019,0,273
