year,F,M
1880,0,0
1881,11,0
1882,7,0
1883,7,0
1884,9,0
1885,7,0
1886,6,0
1887,7,0
1888,7,0
1889,13,0
1890,12,0
1891,7,0
1892,6,0
1893,14,0
1894,11,0
1895,10,0
1896,11,0
1897,10,0
1898,10,0
1899,10,0
1900,20,0
1901,16,0
1902,13,0
1903,9,0
1904,19,0
1905,14,0
1906,21,0
1907,8,0
1908,18,0
1909,26,0
1910,26,0
1911,16,0
1912,18,0
1913,20,0
1914,23,0
1915,35,0
1916,25,0
1917,22,0
1918,25,0
1919,26,0
1920,29,0
1921,29,0
1922,41,0
1923,28,0
1924,24,0
1925,21,0
1926,29,0
1927,25,0
1928,25,0
1929,21,0
1930,15,0
1931,15,0
1932,18,0
1933,12,0
1934,11,0
1935,23,0
1936,13,0
1937,21,0
1938,14,0
1939,11,0
1940,23,0
1941,10,0
1942,15,0
1943,18,0
1944,6,0
1945,15,0
1946,14,0
1947,9,0
1948,16,0
1949,19,0
1950,11,0
1951,8,0
1952,11,0
1953,6,0
1954,5,0
1955,7,0
1956,0,0
1957,7,0
1958,7,0
1959,0,0
1960,0,0
1961,5,0
1962,0,0
1963,5,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,7,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,5,0
1990,0,0
1991,0,0
1992,6,0
1993,0,0
1994,6,0
1995,9,0
1996,9,0
1997,8,0
1998,9,0
1999,9,0
2000,14,0
2001,12,0
2002,26,0
2003,29,0
2004,29,0
2005,31,0
2006,51,0
2007,50,0
2008,65,0
2009,88,0
2010,80,0
2011,86,0
2012,76,0
2013,88,0
2014,94,0
2015,131,0
2016,172,0
2017,154,0
2018,160,0
2019,109,0
