year,Girls,Boys
1880,0,34
1881,0,24
1882,0,22
1883,0,25
1884,0,25
1885,0,20
1886,0,24
1887,0,9
1888,0,30
1889,0,24
1890,0,24
1891,0,14
1892,0,19
1893,0,19
1894,0,19
1895,0,31
1896,0,21
1897,0,13
1898,0,13
1899,0,13
1900,0,27
1901,0,13
1902,0,13
1903,0,27
1904,0,19
1905,0,18
1906,0,19
1907,0,18
1908,0,13
1909,0,26
1910,0,19
1911,0,38
1912,0,37
1913,0,59
1914,0,52
1915,0,86
1916,0,70
1917,0,67
1918,0,82
1919,0,73
1920,0,99
1921,0,91
1922,0,81
1923,0,80
1924,0,62
1925,0,66
1926,0,70
1927,0,61
1928,0,71
1929,0,44
1930,0,58
1931,0,37
1932,0,44
1933,0,44
1934,0,40
1935,0,32
1936,0,31
1937,0,22
1938,0,29
1939,0,26
1940,0,30
1941,0,31
1942,0,40
1943,0,18
1944,0,36
1945,0,33
1946,0,17
1947,0,39
1948,0,20
1949,0,33
1950,0,22
1951,0,29
1952,0,25
1953,0,25
1954,0,13
1955,0,19
1956,0,29
1957,0,20
1958,0,21
1959,0,20
1960,0,16
1961,0,11
1962,0,17
1963,0,22
1964,0,14
1965,0,22
1966,0,12
1967,0,23
1968,0,10
1969,0,20
1970,0,17
1971,0,17
1972,0,16
1973,0,20
1974,0,12
1975,0,21
1976,0,11
1977,0,11
1978,0,0
1979,0,19
1980,0,19
1981,0,12
1982,0,15
1983,0,15
1984,0,10
1985,0,12
1986,0,7
1987,0,10
1988,0,17
1989,0,15
1990,0,18
1991,0,22
1992,0,20
1993,0,26
1994,0,43
1995,0,36
1996,0,45
1997,0,41
1998,0,36
1999,0,40
2000,0,46
2001,0,47
2002,0,49
2003,0,66
2004,0,74
2005,0,93
2006,0,80
2007,0,78
2008,0,82
2009,0,103
2010,0,132
2011,0,147
2012,0,158
2013,0,174
2014,0,220
2015,0,262
2016,0,243
2017,0,219
2018,0,194
2019,0,189
