year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,5,0
1885,0,0
1886,0,0
1887,7,0
1888,8,0
1889,7,0
1890,6,0
1891,7,0
1892,6,0
1893,6,0
1894,0,0
1895,8,0
1896,10,0
1897,12,0
1898,0,0
1899,6,0
1900,10,0
1901,0,0
1902,12,0
1903,5,0
1904,6,0
1905,6,0
1906,7,0
1907,5,0
1908,6,0
1909,10,0
1910,14,0
1911,11,0
1912,9,0
1913,11,0
1914,11,0
1915,28,5
1916,19,0
1917,27,0
1918,24,0
1919,23,6
1920,35,10
1921,28,0
1922,27,6
1923,34,6
1924,31,7
1925,41,5
1926,32,9
1927,32,9
1928,35,0
1929,41,0
1930,40,8
1931,31,0
1932,43,0
1933,39,6
1934,44,0
1935,44,6
1936,32,6
1937,41,0
1938,35,6
1939,34,5
1940,30,0
1941,41,0
1942,44,0
1943,31,5
1944,44,0
1945,43,6
1946,46,0
1947,53,7
1948,40,5
1949,49,6
1950,63,0
1951,50,0
1952,52,0
1953,56,0
1954,64,0
1955,72,6
1956,54,6
1957,51,0
1958,59,11
1959,56,10
1960,51,5
1961,59,0
1962,48,9
1963,45,6
1964,39,6
1965,40,0
1966,52,5
1967,39,0
1968,46,6
1969,55,10
1970,46,8
1971,40,9
1972,40,0
1973,49,9
1974,57,12
1975,69,11
1976,55,14
1977,56,13
1978,53,12
1979,63,13
1980,56,14
1981,66,13
1982,58,22
1983,45,11
1984,61,14
1985,57,12
1986,54,8
1987,60,7
1988,56,11
1989,59,10
1990,93,16
1991,82,5
1992,64,9
1993,80,16
1994,73,12
1995,74,11
1996,77,13
1997,72,11
1998,63,11
1999,66,8
2000,73,13
2001,81,20
2002,84,17
2003,112,16
2004,102,16
2005,107,12
2006,96,19
2007,176,17
2008,135,15
2009,160,11
2010,147,12
2011,181,17
2012,138,16
2013,154,16
2014,176,23
2015,200,18
2016,195,20
2017,232,23
2018,216,24
2019,232,19
