year,Girls,Boys
1880,0,0
1881,10,0
1882,8,0
1883,5,0
1884,9,0
1885,7,0
1886,5,0
1887,0,0
1888,7,0
1889,8,0
1890,16,0
1891,11,0
1892,11,0
1893,11,0
1894,9,0
1895,16,0
1896,10,0
1897,7,0
1898,10,0
1899,10,0
1900,15,0
1901,14,0
1902,14,0
1903,9,0
1904,16,0
1905,14,0
1906,8,0
1907,19,0
1908,18,0
1909,19,0
1910,30,0
1911,22,0
1912,29,0
1913,37,0
1914,43,0
1915,58,0
1916,54,0
1917,69,0
1918,61,0
1919,39,0
1920,55,0
1921,71,0
1922,76,0
1923,70,0
1924,62,0
1925,48,0
1926,71,0
1927,51,0
1928,48,0
1929,46,0
1930,41,0
1931,31,0
1932,36,0
1933,46,0
1934,36,0
1935,35,0
1936,29,0
1937,46,0
1938,45,0
1939,23,0
1940,33,0
1941,25,0
1942,23,0
1943,19,0
1944,18,0
1945,21,0
1946,24,0
1947,14,0
1948,21,0
1949,17,0
1950,21,0
1951,22,0
1952,27,0
1953,18,0
1954,22,0
1955,17,0
1956,15,0
1957,26,0
1958,11,0
1959,15,0
1960,13,0
1961,13,0
1962,19,0
1963,9,0
1964,15,0
1965,13,0
1966,13,0
1967,14,0
1968,14,0
1969,10,0
1970,13,0
1971,11,0
1972,8,0
1973,6,0
1974,0,0
1975,10,0
1976,0,0
1977,12,0
1978,8,0
1979,9,0
1980,7,0
1981,9,0
1982,11,0
1983,8,0
1984,16,0
1985,9,0
1986,10,0
1987,7,0
1988,11,0
1989,8,0
1990,11,0
1991,15,0
1992,5,0
1993,16,0
1994,7,0
1995,14,0
1996,12,0
1997,17,0
1998,17,0
1999,18,0
2000,14,0
2001,22,0
2002,31,0
2003,15,0
2004,33,0
2005,27,0
2006,23,0
2007,29,0
2008,30,0
2009,28,0
2010,21,0
2011,31,0
2012,17,0
2013,27,0
2014,36,0
2015,30,0
2016,52,0
2017,38,0
2018,49,0
2019,34,0
