year,F,M
1880,0,0
1881,0,8
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,7
1887,0,5
1888,0,0
1889,0,5
1890,0,0
1891,0,0
1892,0,7
1893,0,7
1894,0,0
1895,0,5
1896,0,0
1897,0,8
1898,0,9
1899,0,11
1900,0,8
1901,0,7
1902,0,12
1903,0,0
1904,0,8
1905,0,12
1906,0,9
1907,0,10
1908,0,8
1909,0,12
1910,0,18
1911,0,15
1912,0,43
1913,5,29
1914,0,48
1915,8,66
1916,0,61
1917,0,69
1918,8,92
1919,5,106
1920,6,74
1921,0,85
1922,5,106
1923,8,103
1924,9,64
1925,0,75
1926,10,89
1927,0,64
1928,0,95
1929,5,81
1930,0,80
1931,0,61
1932,0,56
1933,0,56
1934,0,74
1935,10,49
1936,0,59
1937,0,49
1938,0,54
1939,0,69
1940,0,77
1941,0,54
1942,5,55
1943,6,60
1944,0,56
1945,0,49
1946,0,55
1947,0,66
1948,5,41
1949,0,50
1950,0,65
1951,0,45
1952,0,54
1953,0,34
1954,0,47
1955,0,65
1956,6,418
1957,13,602
1958,5,372
1959,0,265
1960,0,242
1961,0,188
1962,0,170
1963,0,137
1964,0,130
1965,0,157
1966,0,118
1967,0,167
1968,0,139
1969,0,149
1970,0,131
1971,0,130
1972,0,119
1973,0,157
1974,0,146
1975,0,110
1976,0,148
1977,0,299
1978,5,365
1979,0,274
1980,0,229
1981,5,208
1982,5,171
1983,6,182
1984,0,154
1985,0,200
1986,0,161
1987,0,211
1988,0,183
1989,0,243
1990,0,200
1991,0,193
1992,0,190
1993,6,252
1994,0,185
1995,0,220
1996,0,188
1997,0,214
1998,0,237
1999,0,361
2000,0,333
2001,0,278
2002,0,315
2003,0,275
2004,0,280
2005,0,247
2006,0,273
2007,6,355
2008,0,325
2009,0,249
2010,0,193
2011,0,224
2012,0,184
2013,0,185
2014,0,186
2015,0,180
2016,0,188
2017,0,152
2018,0,155
2019,0,167
