year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,6,0
1886,7,0
1887,9,0
1888,0,0
1889,6,0
1890,6,0
1891,11,0
1892,12,0
1893,22,0
1894,16,0
1895,15,0
1896,7,0
1897,10,0
1898,16,0
1899,10,0
1900,19,0
1901,13,0
1902,16,0
1903,13,0
1904,22,0
1905,19,0
1906,14,0
1907,20,0
1908,21,0
1909,19,0
1910,22,0
1911,29,0
1912,33,0
1913,38,0
1914,43,0
1915,59,0
1916,61,0
1917,55,0
1918,68,0
1919,62,0
1920,73,0
1921,57,0
1922,71,0
1923,46,0
1924,58,0
1925,54,0
1926,65,0
1927,48,0
1928,43,0
1929,46,0
1930,38,0
1931,39,0
1932,25,0
1933,36,0
1934,32,0
1935,26,0
1936,24,0
1937,27,0
1938,21,0
1939,35,0
1940,24,0
1941,26,0
1942,29,0
1943,18,0
1944,16,0
1945,26,0
1946,20,0
1947,15,0
1948,16,0
1949,19,0
1950,15,0
1951,9,0
1952,12,0
1953,99,0
1954,55,0
1955,43,0
1956,40,0
1957,32,0
1958,32,0
1959,22,0
1960,10,0
1961,22,0
1962,19,0
1963,24,0
1964,23,0
1965,20,0
1966,7,0
1967,10,0
1968,9,0
1969,8,0
1970,6,0
1971,5,0
1972,7,0
1973,5,0
1974,9,0
1975,5,0
1976,5,0
1977,5,0
1978,9,0
1979,6,0
1980,9,0
1981,6,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,8,0
1997,8,0
1998,5,0
1999,8,0
2000,13,0
2001,11,0
2002,6,0
2003,13,0
2004,13,0
2005,13,0
2006,16,0
2007,15,0
2008,21,0
2009,20,0
2010,8,0
2011,10,0
2012,5,0
2013,19,0
2014,15,0
2015,10,0
2016,14,0
2017,16,0
2018,14,0
2019,8,0
