year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,5
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,5
1906,0,5
1907,0,0
1908,0,5
1909,0,6
1910,0,5
1911,0,8
1912,0,9
1913,0,11
1914,0,16
1915,0,14
1916,0,23
1917,0,11
1918,0,22
1919,0,18
1920,0,28
1921,0,25
1922,0,25
1923,0,27
1924,0,48
1925,0,52
1926,0,45
1927,0,56
1928,0,34
1929,0,55
1930,0,40
1931,0,45
1932,0,32
1933,0,30
1934,0,46
1935,0,38
1936,0,35
1937,0,21
1938,0,26
1939,0,34
1940,0,25
1941,0,26
1942,0,36
1943,0,47
1944,0,48
1945,0,36
1946,0,47
1947,0,51
1948,0,63
1949,0,61
1950,0,61
1951,0,50
1952,0,41
1953,0,68
1954,0,46
1955,0,57
1956,0,70
1957,0,68
1958,0,75
1959,0,71
1960,0,79
1961,0,77
1962,0,87
1963,0,85
1964,0,101
1965,0,101
1966,0,127
1967,0,106
1968,0,125
1969,0,147
1970,0,157
1971,0,165
1972,0,192
1973,0,172
1974,0,216
1975,0,261
1976,0,257
1977,0,303
1978,0,274
1979,0,303
1980,0,341
1981,0,356
1982,0,315
1983,0,342
1984,0,314
1985,0,365
1986,0,338
1987,0,345
1988,0,399
1989,0,479
1990,0,556
1991,7,540
1992,6,589
1993,5,597
1994,0,619
1995,6,692
1996,0,735
1997,0,699
1998,7,717
1999,0,710
2000,0,822
2001,0,827
2002,0,817
2003,0,843
2004,0,810
2005,0,1023
2006,0,971
2007,0,893
2008,0,853
2009,0,797
2010,0,761
2011,0,764
2012,0,759
2013,0,761
2014,0,790
2015,0,774
2016,0,760
2017,0,724
2018,0,684
2019,0,682
