year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,8,0
1905,6,0
1906,0,0
1907,0,0
1908,0,0
1909,6,0
1910,0,0
1911,0,0
1912,7,0
1913,5,5
1914,13,5
1915,11,0
1916,12,0
1917,9,0
1918,16,8
1919,22,12
1920,30,6
1921,34,7
1922,37,15
1923,27,12
1924,36,5
1925,33,11
1926,35,6
1927,42,10
1928,26,7
1929,30,5
1930,32,9
1931,33,8
1932,49,9
1933,30,8
1934,30,9
1935,33,12
1936,58,6
1937,57,11
1938,60,9
1939,46,7
1940,53,8
1941,51,6
1942,65,8
1943,60,8
1944,46,8
1945,52,0
1946,69,8
1947,73,7
1948,69,5
1949,69,7
1950,85,12
1951,102,7
1952,92,9
1953,94,10
1954,120,0
1955,90,0
1956,85,0
1957,80,8
1958,92,8
1959,96,0
1960,69,8
1961,63,0
1962,56,0
1963,58,0
1964,59,0
1965,61,5
1966,59,0
1967,53,5
1968,49,0
1969,48,0
1970,46,0
1971,43,6
1972,35,7
1973,32,6
1974,24,0
1975,28,0
1976,18,5
1977,21,0
1978,19,0
1979,17,0
1980,18,0
1981,23,8
1982,16,0
1983,12,7
1984,17,5
1985,16,7
1986,18,16
1987,16,13
1988,17,10
1989,13,8
1990,20,11
1991,12,21
1992,10,8
1993,17,13
1994,11,12
1995,15,14
1996,13,9
1997,15,6
1998,8,8
1999,13,10
2000,8,12
2001,10,9
2002,7,10
2003,11,11
2004,6,14
2005,5,14
2006,10,16
2007,7,9
2008,15,9
2009,6,13
2010,9,10
2011,0,8
2012,6,12
2013,8,12
2014,5,0
2015,5,0
2016,5,7
2017,0,7
2018,7,7
2019,6,5
