year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,9,0
1898,5,0
1899,0,0
1900,8,0
1901,0,0
1902,5,0
1903,6,0
1904,5,0
1905,11,0
1906,12,0
1907,0,0
1908,10,0
1909,9,0
1910,16,0
1911,21,0
1912,14,0
1913,22,0
1914,26,0
1915,34,0
1916,49,0
1917,56,0
1918,50,0
1919,46,0
1920,61,0
1921,55,0
1922,65,0
1923,45,0
1924,66,0
1925,56,0
1926,53,0
1927,72,0
1928,43,0
1929,40,0
1930,40,0
1931,37,0
1932,48,0
1933,31,0
1934,30,0
1935,27,0
1936,33,0
1937,16,0
1938,23,0
1939,16,0
1940,16,0
1941,18,0
1942,18,0
1943,15,0
1944,15,0
1945,20,0
1946,20,0
1947,13,0
1948,16,0
1949,10,0
1950,17,0
1951,23,0
1952,17,0
1953,21,0
1954,19,0
1955,6,0
1956,7,0
1957,15,0
1958,8,0
1959,0,0
1960,6,0
1961,5,0
1962,5,0
1963,5,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,5,0
1970,6,0
1971,0,0
1972,5,0
1973,6,0
1974,0,0
1975,5,0
1976,5,0
1977,0,0
1978,6,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,6,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,5,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,5,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
