year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,5
1915,0,17
1916,0,31
1917,0,34
1918,0,41
1919,0,76
1920,0,55
1921,0,72
1922,0,113
1923,0,120
1924,0,138
1925,0,173
1926,0,174
1927,0,224
1928,0,156
1929,0,98
1930,0,104
1931,0,105
1932,0,70
1933,0,71
1934,0,56
1935,0,68
1936,0,52
1937,0,35
1938,0,59
1939,0,45
1940,0,60
1941,0,45
1942,0,35
1943,0,61
1944,0,37
1945,0,39
1946,0,39
1947,0,52
1948,0,40
1949,0,37
1950,0,48
1951,0,52
1952,0,54
1953,0,35
1954,0,36
1955,0,37
1956,0,29
1957,0,54
1958,0,56
1959,0,47
1960,0,27
1961,0,25
1962,0,27
1963,0,31
1964,0,23
1965,0,28
1966,0,13
1967,0,18
1968,0,27
1969,0,15
1970,0,12
1971,0,18
1972,0,12
1973,0,11
1974,0,18
1975,0,12
1976,0,15
1977,0,17
1978,0,12
1979,0,11
1980,0,20
1981,0,13
1982,0,12
1983,0,9
1984,0,16
1985,0,14
1986,0,10
1987,0,12
1988,0,16
1989,0,18
1990,0,20
1991,0,12
1992,0,13
1993,0,12
1994,0,11
1995,0,19
1996,0,9
1997,0,10
1998,0,10
1999,0,8
2000,0,8
2001,0,12
2002,0,14
2003,0,10
2004,0,11
2005,0,12
2006,0,0
2007,0,12
2008,0,20
2009,0,12
2010,0,17
2011,0,8
2012,0,0
2013,0,12
2014,0,5
2015,0,9
2016,0,9
2017,0,6
2018,0,15
2019,0,5
