year,Girls,Boys
1880,78,0
1881,80,5
1882,113,7
1883,139,0
1884,148,0
1885,153,7
1886,163,0
1887,185,0
1888,230,5
1889,265,11
1890,256,5
1891,217,10
1892,294,0
1893,258,0
1894,311,18
1895,335,9
1896,381,7
1897,329,14
1898,336,9
1899,342,12
1900,492,8
1901,368,0
1902,424,9
1903,396,7
1904,457,9
1905,476,9
1906,409,7
1907,486,12
1908,451,14
1909,508,7
1910,620,11
1911,525,14
1912,695,23
1913,662,22
1914,737,26
1915,869,27
1916,904,26
1917,945,22
1918,1019,29
1919,1023,40
1920,996,37
1921,1032,22
1922,1022,32
1923,917,16
1924,936,23
1925,925,20
1926,881,28
1927,784,28
1928,806,28
1929,666,26
1930,617,33
1931,579,24
1932,678,11
1933,568,22
1934,538,18
1935,498,23
1936,494,17
1937,471,14
1938,452,17
1939,460,16
1940,420,16
1941,390,25
1942,415,14
1943,351,12
1944,413,18
1945,388,15
1946,342,16
1947,327,10
1948,324,18
1949,326,15
1950,313,13
1951,270,12
1952,283,17
1953,263,9
1954,232,16
1955,224,12
1956,212,11
1957,161,5
1958,155,9
1959,160,11
1960,139,0
1961,114,0
1962,109,0
1963,124,0
1964,93,9
1965,84,0
1966,63,6
1967,55,5
1968,60,0
1969,51,0
1970,48,7
1971,51,0
1972,39,0
1973,41,0
1974,31,0
1975,24,0
1976,32,0
1977,31,0
1978,31,0
1979,27,0
1980,23,0
1981,29,0
1982,31,5
1983,22,5
1984,17,0
1985,33,0
1986,18,0
1987,19,0
1988,17,0
1989,22,5
1990,25,0
1991,20,0
1992,20,0
1993,15,0
1994,13,0
1995,11,0
1996,10,0
1997,13,0
1998,10,0
1999,14,0
2000,11,0
2001,8,0
2002,0,0
2003,10,0
2004,11,0
2005,8,0
2006,9,0
2007,6,0
2008,9,0
2009,11,0
2010,12,0
2011,12,0
2012,28,0
2013,24,0
2014,28,0
2015,33,0
2016,38,0
2017,39,0
2018,42,0
2019,53,0
