year,F,M
1880,13,0
1881,5,0
1882,7,0
1883,11,0
1884,8,0
1885,12,0
1886,8,0
1887,15,0
1888,18,0
1889,10,0
1890,21,0
1891,23,0
1892,22,0
1893,24,0
1894,28,0
1895,22,0
1896,31,0
1897,33,0
1898,46,0
1899,28,0
1900,37,0
1901,43,0
1902,42,0
1903,52,0
1904,66,0
1905,56,0
1906,67,0
1907,71,0
1908,91,0
1909,88,0
1910,144,0
1911,159,0
1912,253,0
1913,313,0
1914,438,0
1915,570,0
1916,724,0
1917,708,0
1918,761,0
1919,737,0
1920,737,0
1921,768,0
1922,724,0
1923,729,0
1924,719,0
1925,653,0
1926,613,0
1927,535,0
1928,454,0
1929,387,0
1930,362,0
1931,324,0
1932,326,0
1933,278,0
1934,259,0
1935,238,0
1936,254,0
1937,214,0
1938,192,0
1939,181,0
1940,168,0
1941,138,0
1942,148,0
1943,113,0
1944,70,0
1945,69,0
1946,71,0
1947,70,0
1948,50,0
1949,66,0
1950,57,0
1951,44,0
1952,53,0
1953,44,0
1954,52,0
1955,37,0
1956,41,0
1957,42,0
1958,31,0
1959,33,0
1960,29,0
1961,36,0
1962,26,0
1963,27,0
1964,20,0
1965,10,0
1966,9,0
1967,11,0
1968,16,0
1969,14,0
1970,21,0
1971,9,0
1972,19,0
1973,7,0
1974,11,0
1975,13,0
1976,12,0
1977,12,0
1978,13,0
1979,21,0
1980,21,0
1981,14,0
1982,11,0
1983,6,0
1984,10,0
1985,13,0
1986,16,0
1987,16,0
1988,11,0
1989,22,0
1990,11,0
1991,21,0
1992,16,0
1993,28,0
1994,19,0
1995,17,0
1996,25,0
1997,20,0
1998,28,0
1999,30,0
2000,40,0
2001,26,0
2002,24,0
2003,42,0
2004,26,0
2005,41,0
2006,40,0
2007,43,0
2008,50,0
2009,54,0
2010,59,0
2011,48,0
2012,42,0
2013,62,0
2014,69,0
2015,90,0
2016,87,0
2017,100,0
2018,103,0
2019,99,0
