year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,6,0
1951,5,0
1952,9,0
1953,10,0
1954,14,0
1955,13,0
1956,6,0
1957,8,0
1958,8,0
1959,10,0
1960,12,0
1961,14,0
1962,5,0
1963,11,0
1964,12,0
1965,12,0
1966,12,0
1967,22,0
1968,6,0
1969,12,0
1970,12,0
1971,13,0
1972,12,0
1973,6,0
1974,11,0
1975,6,0
1976,11,0
1977,16,0
1978,6,0
1979,7,0
1980,13,0
1981,21,0
1982,14,0
1983,13,0
1984,26,0
1985,17,0
1986,37,0
1987,35,0
1988,32,0
1989,42,0
1990,29,0
1991,26,0
1992,29,0
1993,18,0
1994,26,0
1995,32,0
1996,28,0
1997,42,0
1998,24,0
1999,46,0
2000,32,0
2001,47,0
2002,29,0
2003,37,0
2004,50,0
2005,38,0
2006,36,0
2007,35,0
2008,40,0
2009,32,0
2010,25,0
2011,22,0
2012,31,0
2013,17,0
2014,28,0
2015,19,0
2016,27,0
2017,14,0
2018,20,0
2019,11,0
