year,F,M
1880,0,6
1881,0,0
1882,0,12
1883,0,12
1884,0,5
1885,0,6
1886,0,5
1887,0,10
1888,0,7
1889,5,7
1890,0,9
1891,0,6
1892,0,6
1893,0,11
1894,0,11
1895,8,7
1896,0,14
1897,5,7
1898,6,10
1899,0,0
1900,0,12
1901,0,12
1902,0,8
1903,5,7
1904,6,13
1905,5,19
1906,7,11
1907,8,12
1908,9,15
1909,8,19
1910,12,19
1911,12,20
1912,13,20
1913,12,49
1914,11,36
1915,17,69
1916,22,55
1917,16,74
1918,22,61
1919,25,73
1920,13,77
1921,10,94
1922,16,64
1923,22,96
1924,12,87
1925,13,86
1926,15,110
1927,13,98
1928,15,99
1929,22,116
1930,13,104
1931,23,85
1932,12,121
1933,20,123
1934,19,130
1935,16,161
1936,15,141
1937,7,156
1938,13,175
1939,13,172
1940,9,172
1941,9,161
1942,6,192
1943,13,225
1944,8,277
1945,11,381
1946,7,357
1947,9,399
1948,11,348
1949,12,325
1950,9,305
1951,12,301
1952,10,273
1953,0,280
1954,0,272
1955,14,312
1956,10,325
1957,9,422
1958,0,442
1959,5,450
1960,8,435
1961,0,428
1962,0,388
1963,0,378
1964,0,312
1965,0,265
1966,0,273
1967,6,231
1968,0,184
1969,0,222
1970,0,212
1971,0,214
1972,0,147
1973,0,156
1974,0,139
1975,0,130
1976,0,150
1977,0,140
1978,0,131
1979,0,122
1980,0,124
1981,0,131
1982,0,124
1983,0,93
1984,0,103
1985,0,96
1986,0,100
1987,0,92
1988,0,95
1989,0,77
1990,0,100
1991,0,81
1992,0,90
1993,0,86
1994,0,57
1995,0,60
1996,0,71
1997,0,62
1998,0,58
1999,0,54
2000,0,65
2001,0,42
2002,0,49
2003,0,64
2004,0,51
2005,0,51
2006,0,45
2007,0,48
2008,0,37
2009,0,24
2010,0,27
2011,0,40
2012,0,26
2013,0,19
2014,0,25
2015,0,23
2016,0,28
2017,0,19
2018,0,23
2019,0,18
