year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,5,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,8,0
1897,6,0
1898,0,0
1899,0,0
1900,8,0
1901,0,0
1902,8,0
1903,9,0
1904,8,0
1905,6,0
1906,19,0
1907,15,0
1908,21,0
1909,18,0
1910,15,0
1911,28,0
1912,36,0
1913,52,0
1914,65,0
1915,93,0
1916,127,0
1917,123,0
1918,146,0
1919,148,0
1920,121,0
1921,126,0
1922,153,0
1923,144,0
1924,136,0
1925,134,0
1926,104,0
1927,93,0
1928,97,0
1929,72,0
1930,62,0
1931,34,0
1932,44,0
1933,32,0
1934,37,0
1935,32,0
1936,37,0
1937,25,0
1938,17,0
1939,24,0
1940,30,0
1941,32,0
1942,30,0
1943,32,0
1944,22,0
1945,16,0
1946,22,0
1947,34,0
1948,26,0
1949,21,0
1950,16,0
1951,20,0
1952,21,0
1953,13,0
1954,24,0
1955,22,0
1956,13,0
1957,22,0
1958,8,0
1959,12,0
1960,13,0
1961,13,0
1962,11,0
1963,6,0
1964,16,0
1965,12,0
1966,9,0
1967,11,0
1968,7,0
1969,11,0
1970,8,0
1971,10,0
1972,9,0
1973,0,0
1974,6,0
1975,5,0
1976,0,0
1977,5,0
1978,5,0
1979,8,0
1980,5,0
1981,5,0
1982,11,0
1983,10,0
1984,7,0
1985,8,0
1986,8,0
1987,7,0
1988,10,0
1989,13,0
1990,16,0
1991,12,0
1992,8,0
1993,8,0
1994,16,0
1995,9,0
1996,13,0
1997,13,0
1998,15,0
1999,16,0
2000,22,0
2001,26,0
2002,19,0
2003,33,0
2004,33,0
2005,42,0
2006,37,0
2007,43,0
2008,50,0
2009,36,0
2010,38,0
2011,39,0
2012,27,0
2013,31,0
2014,29,0
2015,26,0
2016,33,0
2017,26,0
2018,41,0
2019,30,0
