year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,5,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,8,0
1924,7,0
1925,0,0
1926,0,0
1927,5,0
1928,6,0
1929,0,0
1930,0,0
1931,0,0
1932,7,0
1933,0,0
1934,0,0
1935,0,0
1936,5,0
1937,0,0
1938,0,0
1939,0,0
1940,6,0
1941,0,0
1942,0,0
1943,9,0
1944,9,0
1945,0,0
1946,6,0
1947,0,0
1948,0,0
1949,6,0
1950,0,0
1951,5,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,5,0
1958,0,0
1959,6,0
1960,9,0
1961,5,0
1962,0,0
1963,6,0
1964,7,0
1965,5,0
1966,5,0
1967,5,0
1968,0,0
1969,11,0
1970,0,0
1971,9,0
1972,6,0
1973,7,0
1974,6,0
1975,16,0
1976,10,0
1977,16,0
1978,13,0
1979,14,0
1980,15,0
1981,15,0
1982,14,0
1983,11,0
1984,9,0
1985,11,0
1986,6,0
1987,11,0
1988,11,0
1989,12,0
1990,8,0
1991,10,0
1992,15,0
1993,10,0
1994,12,0
1995,13,0
1996,8,0
1997,16,0
1998,15,0
1999,24,0
2000,22,0
2001,15,0
2002,24,0
2003,27,0
2004,33,0
2005,32,0
2006,26,0
2007,39,0
2008,35,0
2009,51,0
2010,23,0
2011,34,0
2012,41,0
2013,29,0
2014,50,0
2015,37,0
2016,45,0
2017,38,0
2018,43,0
2019,30,0
