year,Boys,Girls
1880,0,0
1881,6,0
1882,9,0
1883,7,0
1884,12,0
1885,9,0
1886,10,0
1887,13,0
1888,14,0
1889,28,0
1890,16,0
1891,13,0
1892,22,0
1893,24,0
1894,29,0
1895,24,0
1896,30,0
1897,53,0
1898,46,0
1899,43,0
1900,68,0
1901,55,0
1902,58,0
1903,41,0
1904,48,0
1905,45,0
1906,48,0
1907,62,0
1908,56,0
1909,72,0
1910,76,0
1911,70,0
1912,107,0
1913,139,0
1914,135,0
1915,188,0
1916,176,0
1917,208,0
1918,222,0
1919,231,0
1920,267,0
1921,258,0
1922,262,0
1923,239,0
1924,258,0
1925,198,0
1926,221,0
1927,273,0
1928,227,0
1929,241,0
1930,279,0
1931,232,0
1932,217,0
1933,207,0
1934,187,0
1935,199,0
1936,161,0
1937,183,0
1938,164,0
1939,144,0
1940,172,0
1941,148,0
1942,151,0
1943,134,0
1944,132,0
1945,109,0
1946,154,0
1947,137,0
1948,126,0
1949,141,0
1950,137,0
1951,137,0
1952,165,0
1953,122,0
1954,150,0
1955,146,0
1956,142,0
1957,146,0
1958,141,0
1959,125,0
1960,121,0
1961,143,0
1962,134,0
1963,144,0
1964,131,0
1965,113,0
1966,116,0
1967,96,0
1968,104,0
1969,80,0
1970,115,0
1971,99,0
1972,104,0
1973,78,0
1974,74,0
1975,77,0
1976,76,0
1977,70,0
1978,60,0
1979,69,0
1980,58,0
1981,63,0
1982,67,0
1983,61,0
1984,52,0
1985,52,0
1986,49,0
1987,48,0
1988,60,0
1989,52,0
1990,54,0
1991,67,0
1992,54,0
1993,59,0
1994,65,0
1995,86,0
1996,84,0
1997,78,0
1998,85,0
1999,84,0
2000,95,0
2001,108,0
2002,91,0
2003,104,0
2004,107,0
2005,189,0
2006,485,0
2007,701,0
2008,698,0
2009,742,0
2010,966,0
2011,1109,0
2012,1096,0
2013,1067,0
2014,1187,0
2015,1221,0
2016,1336,0
2017,1194,0
2018,1192,0
2019,1208,0
