year,Boys,Girls
1880,15,0
1881,20,0
1882,25,0
1883,13,0
1884,10,0
1885,32,0
1886,19,0
1887,20,0
1888,17,0
1889,30,0
1890,20,0
1891,24,0
1892,22,0
1893,21,0
1894,8,0
1895,22,0
1896,19,0
1897,18,0
1898,15,0
1899,12,0
1900,22,0
1901,13,0
1902,15,0
1903,11,0
1904,13,0
1905,10,0
1906,10,0
1907,15,0
1908,10,0
1909,8,0
1910,10,0
1911,18,0
1912,19,0
1913,22,0
1914,25,0
1915,23,0
1916,30,0
1917,35,0
1918,34,0
1919,28,0
1920,27,0
1921,33,0
1922,18,0
1923,23,0
1924,33,0
1925,30,0
1926,15,0
1927,23,0
1928,22,0
1929,14,0
1930,27,0
1931,20,0
1932,21,0
1933,22,0
1934,17,0
1935,19,0
1936,18,0
1937,13,0
1938,18,0
1939,16,0
1940,14,0
1941,22,0
1942,16,0
1943,24,0
1944,28,0
1945,13,0
1946,15,0
1947,21,0
1948,19,0
1949,17,0
1950,13,0
1951,13,0
1952,13,0
1953,13,0
1954,18,0
1955,13,0
1956,8,0
1957,15,0
1958,12,0
1959,14,0
1960,13,0
1961,22,0
1962,11,0
1963,13,0
1964,6,0
1965,12,0
1966,15,0
1967,11,0
1968,18,0
1969,26,0
1970,21,0
1971,11,0
1972,12,0
1973,20,0
1974,23,0
1975,16,0
1976,16,0
1977,14,0
1978,20,0
1979,14,0
1980,16,0
1981,14,0
1982,19,0
1983,11,0
1984,10,0
1985,14,0
1986,17,0
1987,14,0
1988,13,0
1989,11,0
1990,15,0
1991,15,0
1992,16,0
1993,11,0
1994,10,0
1995,16,0
1996,23,0
1997,21,0
1998,21,0
1999,21,0
2000,22,0
2001,22,0
2002,29,0
2003,34,0
2004,38,0
2005,41,0
2006,36,0
2007,27,0
2008,33,0
2009,41,0
2010,35,0
2011,45,0
2012,33,0
2013,37,0
2014,37,0
2015,29,0
2016,32,0
2017,29,0
2018,37,0
2019,34,0
