year,F,M
1880,0,0
1881,0,0
1882,5,0
1883,0,0
1884,0,0
1885,0,0
1886,6,0
1887,7,0
1888,0,0
1889,0,0
1890,5,0
1891,0,0
1892,0,0
1893,0,0
1894,9,0
1895,7,0
1896,11,0
1897,0,0
1898,12,0
1899,8,0
1900,26,0
1901,7,0
1902,10,0
1903,7,0
1904,8,0
1905,10,0
1906,8,0
1907,11,0
1908,10,0
1909,8,0
1910,16,0
1911,14,0
1912,20,0
1913,22,0
1914,27,0
1915,34,0
1916,33,0
1917,37,0
1918,44,0
1919,36,0
1920,45,0
1921,44,0
1922,31,0
1923,37,0
1924,33,0
1925,33,0
1926,46,0
1927,37,0
1928,32,0
1929,35,0
1930,37,0
1931,27,0
1932,26,0
1933,17,0
1934,26,0
1935,25,0
1936,31,0
1937,29,0
1938,32,0
1939,22,0
1940,47,0
1941,89,0
1942,143,0
1943,156,0
1944,104,0
1945,115,0
1946,155,0
1947,150,0
1948,169,0
1949,199,0
1950,190,0
1951,197,0
1952,143,0
1953,148,0
1954,169,0
1955,170,0
1956,134,0
1957,150,0
1958,128,0
1959,116,0
1960,144,0
1961,165,0
1962,136,0
1963,146,0
1964,129,0
1965,152,0
1966,122,0
1967,129,0
1968,82,0
1969,119,0
1970,114,0
1971,128,0
1972,117,0
1973,118,0
1974,96,0
1975,76,0
1976,79,0
1977,96,0
1978,118,0
1979,114,0
1980,132,0
1981,130,0
1982,128,0
1983,151,0
1984,168,0
1985,171,0
1986,234,0
1987,236,0
1988,255,0
1989,259,8
1990,234,0
1991,196,0
1992,168,0
1993,147,0
1994,106,0
1995,81,0
1996,70,0
1997,68,0
1998,49,0
1999,70,0
2000,95,0
2001,100,0
2002,87,0
2003,72,0
2004,72,0
2005,67,0
2006,57,0
2007,65,0
2008,45,0
2009,52,0
2010,52,0
2011,65,0
2012,52,0
2013,55,0
2014,52,0
2015,42,0
2016,29,0
2017,26,0
2018,21,0
2019,27,0
