year,Boys,Girls
1880,0,0
1881,0,0
1882,0,5
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,9
1914,0,9
1915,0,17
1916,0,12
1917,0,19
1918,0,17
1919,0,17
1920,0,24
1921,0,19
1922,0,24
1923,0,19
1924,0,24
1925,0,15
1926,0,29
1927,0,10
1928,0,22
1929,0,10
1930,0,26
1931,0,18
1932,0,20
1933,0,26
1934,0,16
1935,0,14
1936,0,11
1937,0,15
1938,0,14
1939,0,18
1940,0,13
1941,0,21
1942,0,25
1943,0,17
1944,0,19
1945,0,22
1946,0,22
1947,0,21
1948,0,19
1949,0,23
1950,0,18
1951,0,29
1952,0,33
1953,0,22
1954,0,18
1955,0,25
1956,0,28
1957,0,25
1958,0,28
1959,0,30
1960,0,33
1961,0,29
1962,0,29
1963,0,29
1964,0,33
1965,0,31
1966,0,26
1967,0,27
1968,0,45
1969,0,36
1970,0,35
1971,0,41
1972,0,34
1973,0,32
1974,0,43
1975,5,40
1976,0,30
1977,0,44
1978,0,35
1979,0,39
1980,0,49
1981,0,49
1982,0,50
1983,0,39
1984,0,40
1985,0,34
1986,0,35
1987,0,53
1988,0,31
1989,0,36
1990,0,50
1991,0,48
1992,0,57
1993,0,50
1994,0,49
1995,0,47
1996,0,42
1997,0,48
1998,0,51
1999,0,50
2000,0,58
2001,0,60
2002,0,73
2003,0,92
2004,0,88
2005,0,93
2006,0,93
2007,0,107
2008,0,93
2009,0,112
2010,0,100
2011,0,74
2012,0,94
2013,0,100
2014,0,75
2015,0,96
2016,0,85
2017,0,76
2018,0,65
2019,0,71
