year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,5
1954,0,0
1955,0,6
1956,0,8
1957,0,10
1958,0,10
1959,5,9
1960,7,11
1961,0,25
1962,9,25
1963,7,21
1964,7,18
1965,5,21
1966,0,25
1967,5,30
1968,6,64
1969,18,127
1970,18,140
1971,19,135
1972,20,100
1973,24,112
1974,26,114
1975,26,158
1976,30,156
1977,41,248
1978,28,173
1979,24,164
1980,33,216
1981,24,174
1982,27,167
1983,18,206
1984,30,201
1985,42,317
1986,46,310
1987,42,358
1988,37,393
1989,41,485
1990,44,507
1991,42,435
1992,37,365
1993,47,377
1994,31,330
1995,45,334
1996,38,295
1997,26,222
1998,23,237
1999,32,238
2000,23,195
2001,21,256
2002,22,239
2003,23,225
2004,15,177
2005,13,207
2006,22,188
2007,14,141
2008,15,170
2009,13,140
2010,13,135
2011,10,124
2012,12,130
2013,18,115
2014,14,92
2015,19,98
2016,19,104
2017,12,72
2018,13,80
2019,21,83
