year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,6,0
1913,5,0
1914,0,0
1915,6,0
1916,6,0
1917,5,0
1918,13,0
1919,6,0
1920,9,0
1921,6,0
1922,7,0
1923,13,0
1924,14,0
1925,11,0
1926,18,0
1927,12,0
1928,13,0
1929,8,0
1930,17,0
1931,21,0
1932,25,0
1933,32,0
1934,45,0
1935,41,0
1936,42,0
1937,65,0
1938,79,0
1939,104,0
1940,107,0
1941,149,0
1942,129,0
1943,154,0
1944,133,0
1945,132,0
1946,167,0
1947,148,0
1948,122,0
1949,114,0
1950,92,0
1951,97,0
1952,97,0
1953,79,0
1954,73,0
1955,60,0
1956,64,0
1957,90,0
1958,74,0
1959,65,0
1960,70,0
1961,98,0
1962,106,0
1963,77,0
1964,92,0
1965,109,0
1966,89,0
1967,72,0
1968,72,0
1969,84,0
1970,81,0
1971,71,0
1972,63,0
1973,54,0
1974,63,0
1975,61,0
1976,70,0
1977,78,0
1978,56,0
1979,54,0
1980,39,0
1981,55,0
1982,53,0
1983,43,0
1984,40,0
1985,48,0
1986,39,0
1987,53,0
1988,45,0
1989,54,0
1990,56,0
1991,44,0
1992,63,0
1993,48,0
1994,49,0
1995,50,0
1996,37,0
1997,52,0
1998,32,0
1999,37,0
2000,32,0
2001,42,0
2002,32,0
2003,31,0
2004,40,0
2005,44,0
2006,38,0
2007,44,0
2008,28,0
2009,29,0
2010,26,0
2011,19,0
2012,25,0
2013,32,0
2014,30,0
2015,20,0
2016,24,0
2017,27,0
2018,36,0
2019,13,0
