year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,5
1951,0,0
1952,0,6
1953,0,0
1954,0,8
1955,0,0
1956,0,7
1957,0,9
1958,0,6
1959,0,13
1960,0,7
1961,0,5
1962,0,0
1963,0,12
1964,0,7
1965,0,0
1966,0,8
1967,0,12
1968,0,5
1969,0,8
1970,0,10
1971,0,0
1972,0,0
1973,0,5
1974,0,5
1975,0,7
1976,0,12
1977,0,14
1978,0,16
1979,0,18
1980,0,15
1981,0,17
1982,0,19
1983,0,23
1984,0,29
1985,0,22
1986,0,28
1987,0,44
1988,6,57
1989,6,56
1990,0,137
1991,5,156
1992,8,137
1993,7,134
1994,0,152
1995,8,148
1996,5,179
1997,0,167
1998,5,183
1999,0,194
2000,6,649
2001,0,353
2002,0,248
2003,0,206
2004,0,178
2005,0,156
2006,0,147
2007,0,135
2008,0,128
2009,0,129
2010,0,98
2011,0,99
2012,0,82
2013,0,71
2014,0,75
2015,0,65
2016,0,58
2017,0,50
2018,0,62
2019,0,53
