year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,5
1969,0,0
1970,0,0
1971,0,5
1972,0,12
1973,0,15
1974,0,20
1975,0,18
1976,0,20
1977,0,19
1978,6,21
1979,7,24
1980,0,35
1981,0,20
1982,0,50
1983,5,51
1984,20,50
1985,20,90
1986,22,83
1987,17,112
1988,19,108
1989,28,119
1990,26,155
1991,23,205
1992,36,212
1993,32,191
1994,32,215
1995,33,267
1996,40,244
1997,27,274
1998,38,361
1999,52,407
2000,55,396
2001,42,739
2002,44,676
2003,29,543
2004,30,497
2005,17,387
2006,16,341
2007,23,378
2008,38,401
2009,31,371
2010,32,344
2011,35,325
2012,18,286
2013,47,304
2014,50,300
2015,35,272
2016,38,217
2017,35,165
2018,26,181
2019,25,153
