year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,6,0
1934,0,0
1935,5,0
1936,0,0
1937,6,0
1938,9,0
1939,9,0
1940,6,0
1941,11,0
1942,13,0
1943,12,0
1944,15,0
1945,11,0
1946,23,0
1947,16,0
1948,30,0
1949,24,0
1950,37,0
1951,51,0
1952,47,0
1953,49,0
1954,60,0
1955,67,0
1956,69,0
1957,101,0
1958,103,0
1959,116,0
1960,130,0
1961,116,0
1962,166,0
1963,156,0
1964,163,0
1965,147,0
1966,144,0
1967,134,0
1968,140,0
1969,192,0
1970,158,0
1971,168,0
1972,182,0
1973,149,0
1974,180,0
1975,184,0
1976,202,0
1977,226,0
1978,237,0
1979,256,0
1980,313,0
1981,317,0
1982,2275,0
1983,3526,6
1984,2681,8
1985,2607,16
1986,4657,15
1987,10577,17
1988,13431,46
1989,14903,47
1990,17538,19
1991,18544,35
1992,16517,34
1993,15451,24
1994,15883,22
1995,16086,20
1996,15269,22
1997,13884,14
1998,13422,16
1999,13290,24
2000,13312,17
2001,11892,17
2002,11310,14
2003,10955,23
2004,9771,40
2005,8619,20
2006,8224,0
2007,7577,14
2008,6834,9
2009,5842,6
2010,5056,8
2011,4332,5
2012,3772,0
2013,3257,7
2014,3009,0
2015,2737,0
2016,2466,0
2017,2122,0
2018,1884,5
2019,1597,5
