year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,5,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,5,0
1964,8,0
1965,0,0
1966,0,0
1967,0,0
1968,6,13
1969,8,10
1970,16,55
1971,23,80
1972,28,71
1973,25,54
1974,37,56
1975,31,60
1976,43,42
1977,32,31
1978,273,48
1979,275,38
1980,221,36
1981,127,24
1982,158,20
1983,167,33
1984,175,20
1985,169,30
1986,163,27
1987,212,17
1988,245,20
1989,294,31
1990,276,30
1991,298,18
1992,308,24
1993,318,21
1994,307,15
1995,360,21
1996,400,18
1997,417,14
1998,466,18
1999,590,19
2000,628,6
2001,643,15
2002,730,7
2003,850,13
2004,840,10
2005,814,5
2006,742,0
2007,885,0
2008,1089,8
2009,894,8
2010,840,0
2011,735,6
2012,593,0
2013,559,0
2014,432,0
2015,307,0
2016,216,5
2017,185,0
2018,142,0
2019,111,0
