year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,5
1955,0,5
1956,0,5
1957,0,11
1958,0,8
1959,0,9
1960,0,10
1961,9,7
1962,9,7
1963,10,7
1964,0,0
1965,11,5
1966,6,7
1967,7,0
1968,5,0
1969,8,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,7,5
1976,0,0
1977,0,5
1978,0,5
1979,5,11
1980,9,44
1981,31,191
1982,40,407
1983,33,383
1984,25,341
1985,40,356
1986,51,318
1987,54,294
1988,57,290
1989,40,229
1990,27,234
1991,39,189
1992,41,171
1993,42,184
1994,44,164
1995,39,228
1996,37,207
1997,26,190
1998,29,192
1999,25,223
2000,22,266
2001,15,242
2002,17,270
2003,30,387
2004,37,475
2005,20,471
2006,21,486
2007,20,519
2008,23,628
2009,24,653
2010,26,840
2011,23,879
2012,22,932
2013,19,759
2014,12,672
2015,25,569
2016,16,440
2017,10,419
2018,12,346
2019,11,304
