year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,5
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,6
1948,0,7
1949,0,6
1950,0,8
1951,0,10
1952,0,0
1953,0,14
1954,0,17
1955,0,6
1956,0,11
1957,0,15
1958,0,16
1959,5,44
1960,0,37
1961,0,33
1962,5,30
1963,11,48
1964,8,39
1965,14,41
1966,28,46
1967,39,62
1968,35,76
1969,45,139
1970,44,168
1971,51,221
1972,55,212
1973,55,232
1974,59,229
1975,51,274
1976,38,257
1977,44,297
1978,53,242
1979,58,230
1980,103,148
1981,140,148
1982,133,175
1983,105,134
1984,202,162
1985,276,182
1986,265,186
1987,254,171
1988,217,193
1989,310,218
1990,356,315
1991,342,377
1992,309,493
1993,239,520
1994,294,509
1995,254,583
1996,279,607
1997,214,614
1998,200,610
1999,169,566
2000,157,591
2001,116,587
2002,114,533
2003,91,573
2004,87,512
2005,77,580
2006,80,578
2007,75,565
2008,67,546
2009,86,530
2010,61,468
2011,46,462
2012,56,442
2013,53,399
2014,37,400
2015,26,374
2016,45,357
2017,38,345
2018,25,325
2019,20,288
