year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,7,0
1967,0,0
1968,8,0
1969,0,0
1970,9,8
1971,5,0
1972,8,0
1973,5,5
1974,11,6
1975,23,10
1976,12,15
1977,17,14
1978,6,15
1979,20,14
1980,22,17
1981,22,15
1982,25,17
1983,23,16
1984,18,15
1985,19,13
1986,33,11
1987,21,7
1988,31,16
1989,35,12
1990,27,11
1991,38,20
1992,25,25
1993,28,30
1994,43,25
1995,43,22
1996,53,37
1997,37,34
1998,61,45
1999,55,61
2000,57,51
2001,58,53
2002,77,71
2003,64,81
2004,67,87
2005,71,87
2006,73,90
2007,76,88
2008,79,119
2009,60,116
2010,39,102
2011,44,102
2012,42,119
2013,37,114
2014,38,97
2015,32,124
2016,33,105
2017,24,99
2018,26,97
2019,17,93
