year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,5,0
1950,0,0
1951,9,0
1952,13,0
1953,7,0
1954,8,0
1955,9,0
1956,9,0
1957,7,0
1958,12,0
1959,13,0
1960,29,0
1961,16,0
1962,19,0
1963,28,0
1964,38,0
1965,49,0
1966,57,0
1967,50,0
1968,96,0
1969,91,0
1970,90,0
1971,119,0
1972,93,0
1973,83,0
1974,93,0
1975,98,0
1976,95,0
1977,114,0
1978,119,0
1979,143,0
1980,223,0
1981,298,0
1982,289,0
1983,247,0
1984,295,0
1985,313,0
1986,318,0
1987,307,0
1988,414,0
1989,438,0
1990,459,0
1991,377,0
1992,351,0
1993,299,0
1994,282,0
1995,277,0
1996,259,0
1997,188,0
1998,167,0
1999,130,0
2000,144,0
2001,137,0
2002,118,0
2003,96,0
2004,92,0
2005,80,0
2006,68,0
2007,68,0
2008,69,0
2009,50,0
2010,45,0
2011,38,0
2012,45,0
2013,35,0
2014,30,0
2015,29,0
2016,21,0
2017,19,0
2018,13,0
2019,12,0
