year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,7,0
1947,11,0
1948,11,0
1949,12,0
1950,12,0
1951,23,0
1952,33,0
1953,39,0
1954,62,0
1955,58,0
1956,101,0
1957,116,0
1958,150,5
1959,209,7
1960,239,6
1961,249,0
1962,261,5
1963,302,0
1964,352,0
1965,324,0
1966,321,0
1967,490,0
1968,622,7
1969,711,0
1970,802,7
1971,1036,12
1972,1115,16
1973,1212,11
1974,1231,17
1975,1502,15
1976,1466,7
1977,1474,5
1978,1322,11
1979,1151,15
1980,983,6
1981,999,13
1982,982,10
1983,941,10
1984,1195,19
1985,977,17
1986,912,12
1987,889,9
1988,831,11
1989,737,11
1990,678,8
1991,629,15
1992,466,8
1993,433,7
1994,407,8
1995,335,0
1996,311,0
1997,265,0
1998,250,0
1999,243,0
2000,203,0
2001,147,5
2002,155,0
2003,122,5
2004,74,0
2005,85,5
2006,76,0
2007,66,0
2008,69,0
2009,69,0
2010,70,0
2011,75,0
2012,48,0
2013,37,0
2014,40,0
2015,40,0
2016,39,0
2017,36,0
2018,25,0
2019,15,0
