year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,5,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,5,0
1949,0,0
1950,0,0
1951,0,0
1952,11,0
1953,0,0
1954,7,0
1955,6,0
1956,17,0
1957,12,0
1958,22,0
1959,13,0
1960,27,0
1961,28,0
1962,33,0
1963,44,0
1964,62,0
1965,58,0
1966,84,0
1967,81,0
1968,89,0
1969,120,0
1970,121,0
1971,130,0
1972,104,0
1973,123,0
1974,193,0
1975,258,0
1976,146,0
1977,144,0
1978,134,0
1979,154,0
1980,209,0
1981,393,0
1982,891,6
1983,555,0
1984,765,5
1985,592,5
1986,492,0
1987,530,0
1988,559,0
1989,476,0
1990,449,0
1991,531,0
1992,586,0
1993,656,0
1994,676,0
1995,682,0
1996,725,0
1997,892,0
1998,1136,0
1999,1106,0
2000,1092,0
2001,1093,0
2002,1126,0
2003,1084,0
2004,1184,6
2005,1390,5
2006,1362,0
2007,1266,0
2008,1368,0
2009,1117,0
2010,1036,0
2011,946,0
2012,884,0
2013,898,0
2014,947,0
2015,908,0
2016,880,0
2017,820,0
2018,825,0
2019,812,0
