year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,5
1958,5,0
1959,5,0
1960,9,6
1961,5,5
1962,5,0
1963,0,0
1964,0,0
1965,6,6
1966,5,7
1967,11,10
1968,19,10
1969,26,9
1970,36,15
1971,65,27
1972,50,18
1973,46,14
1974,47,8
1975,39,14
1976,29,15
1977,32,16
1978,26,20
1979,21,15
1980,30,11
1981,19,15
1982,21,14
1983,18,14
1984,27,18
1985,17,14
1986,25,19
1987,36,16
1988,25,11
1989,36,20
1990,36,27
1991,52,23
1992,38,31
1993,38,25
1994,44,29
1995,40,32
1996,49,31
1997,46,47
1998,54,51
1999,55,50
2000,41,43
2001,36,57
2002,51,53
2003,40,65
2004,38,78
2005,46,59
2006,31,70
2007,38,85
2008,38,70
2009,26,74
2010,25,66
2011,30,69
2012,27,79
2013,28,64
2014,26,67
2015,26,68
2016,24,73
2017,14,74
2018,18,64
2019,14,47
