year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,5,0
1953,0,0
1954,11,0
1955,14,0
1956,8,0
1957,13,0
1958,19,0
1959,19,0
1960,19,0
1961,18,0
1962,29,0
1963,32,0
1964,57,13
1965,49,6
1966,66,8
1967,77,12
1968,125,17
1969,219,46
1970,335,67
1971,398,59
1972,556,104
1973,894,145
1974,812,131
1975,863,130
1976,713,106
1977,712,120
1978,589,127
1979,630,71
1980,520,59
1981,416,57
1982,411,44
1983,389,33
1984,313,22
1985,291,19
1986,239,20
1987,249,15
1988,263,18
1989,349,31
1990,366,34
1991,366,35
1992,473,34
1993,682,40
1994,681,38
1995,673,24
1996,600,34
1997,452,23
1998,471,48
1999,456,31
2000,524,28
2001,466,31
2002,493,33
2003,475,15
2004,432,27
2005,465,23
2006,578,20
2007,587,13
2008,570,14
2009,478,11
2010,394,14
2011,337,10
2012,568,15
2013,469,10
2014,402,6
2015,309,7
2016,325,7
2017,275,12
2018,242,9
2019,226,7
