year,F,M
1880,0,0
1881,0,6
1882,0,0
1883,0,5
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,5
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,5
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,5
1913,0,10
1914,0,9
1915,0,15
1916,0,16
1917,0,7
1918,0,8
1919,0,15
1920,0,0
1921,0,9
1922,0,12
1923,0,15
1924,0,5
1925,0,6
1926,0,10
1927,0,17
1928,0,16
1929,0,13
1930,0,13
1931,0,11
1932,0,16
1933,0,9
1934,0,10
1935,0,10
1936,0,9
1937,0,14
1938,0,5
1939,0,10
1940,0,18
1941,0,9
1942,0,9
1943,0,29
1944,0,19
1945,0,15
1946,0,26
1947,0,28
1948,0,21
1949,0,31
1950,0,29
1951,0,31
1952,0,33
1953,0,30
1954,0,39
1955,0,40
1956,0,35
1957,0,29
1958,0,34
1959,0,33
1960,0,60
1961,0,63
1962,0,92
1963,0,104
1964,0,102
1965,0,95
1966,0,97
1967,0,95
1968,0,89
1969,0,88
1970,0,101
1971,0,64
1972,0,86
1973,0,66
1974,0,77
1975,0,62
1976,0,63
1977,0,64
1978,0,83
1979,0,125
1980,0,144
1981,0,140
1982,5,156
1983,0,196
1984,0,192
1985,0,260
1986,0,272
1987,0,252
1988,0,254
1989,0,325
1990,0,380
1991,0,358
1992,0,498
1993,0,484
1994,0,416
1995,0,438
1996,0,455
1997,0,477
1998,0,458
1999,0,527
2000,0,590
2001,0,468
2002,0,383
2003,0,343
2004,0,301
2005,0,300
2006,0,277
2007,0,211
2008,0,164
2009,0,155
2010,0,131
2011,0,122
2012,0,109
2013,0,66
2014,0,62
2015,0,61
2016,0,43
2017,0,45
2018,0,45
2019,0,28
