year,F,M
1880,34,0
1881,35,0
1882,65,0
1883,51,0
1884,65,0
1885,87,0
1886,81,0
1887,95,0
1888,91,0
1889,106,0
1890,121,0
1891,94,0
1892,128,0
1893,102,0
1894,128,0
1895,136,0
1896,119,0
1897,98,0
1898,115,0
1899,102,0
1900,117,0
1901,109,0
1902,140,0
1903,85,0
1904,106,0
1905,115,0
1906,110,0
1907,124,0
1908,108,0
1909,101,0
1910,131,0
1911,120,0
1912,134,0
1913,148,0
1914,175,0
1915,206,0
1916,192,0
1917,202,0
1918,220,0
1919,217,0
1920,181,0
1921,190,0
1922,178,0
1923,148,0
1924,146,0
1925,177,0
1926,148,0
1927,127,0
1928,134,0
1929,122,0
1930,147,0
1931,134,0
1932,117,0
1933,106,0
1934,108,0
1935,115,0
1936,96,0
1937,79,0
1938,95,0
1939,85,0
1940,102,0
1941,76,0
1942,78,0
1943,73,0
1944,58,0
1945,74,0
1946,64,0
1947,59,0
1948,54,0
1949,34,0
1950,40,0
1951,44,0
1952,41,0
1953,34,0
1954,39,0
1955,36,0
1956,24,0
1957,29,0
1958,15,0
1959,19,0
1960,28,0
1961,15,0
1962,8,0
1963,11,0
1964,15,0
1965,13,0
1966,7,0
1967,7,0
1968,6,0
1969,0,0
1970,0,0
1971,7,0
1972,5,0
1973,5,0
1974,7,0
1975,0,0
1976,0,0
1977,0,0
1978,5,0
1979,0,0
1980,0,0
1981,0,0
1982,5,0
1983,0,0
1984,5,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,9,0
2011,0,0
2012,5,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,6,0
2018,0,0
2019,5,0
