year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,6,0
1920,0,0
1921,0,0
1922,0,0
1923,5,0
1924,0,0
1925,0,0
1926,5,0
1927,5,0
1928,0,0
1929,6,0
1930,0,0
1931,11,0
1932,0,0
1933,0,0
1934,7,0
1935,9,0
1936,5,0
1937,7,0
1938,7,0
1939,15,0
1940,10,0
1941,11,0
1942,14,0
1943,13,0
1944,12,0
1945,13,0
1946,14,0
1947,17,0
1948,18,0
1949,17,0
1950,16,0
1951,27,0
1952,15,0
1953,23,0
1954,32,0
1955,25,0
1956,35,0
1957,28,0
1958,26,0
1959,20,0
1960,27,0
1961,18,0
1962,27,0
1963,14,0
1964,32,0
1965,99,0
1966,66,0
1967,36,0
1968,51,0
1969,47,0
1970,36,0
1971,26,0
1972,29,0
1973,22,0
1974,15,0
1975,14,0
1976,14,0
1977,19,0
1978,7,0
1979,0,0
1980,0,0
1981,5,0
1982,12,0
1983,8,0
1984,0,0
1985,10,0
1986,7,0
1987,12,0
1988,5,0
1989,7,0
1990,6,0
1991,6,0
1992,5,0
1993,11,0
1994,13,0
1995,11,0
1996,10,0
1997,8,0
1998,10,0
1999,13,0
2000,8,0
2001,16,0
2002,7,0
2003,8,0
2004,16,0
2005,12,0
2006,11,0
2007,13,0
2008,13,0
2009,16,0
2010,19,0
2011,24,0
2012,65,0
2013,67,0
2014,41,0
2015,47,0
2016,55,0
2017,51,0
2018,39,0
2019,51,0
